date,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),pm2_5 (μg/m³)_subindex,pm10 (μg/m³)_subindex,carbon_monoxide (μg/m³)_subindex,ozone (μg/m³)_subindex,sulphur_dioxide (μg/m³)_subindex,nitrogen_dioxide (μg/m³)_subindex,AQI,Location,Urban/Rural,year,month,day,weekday,AQI_lag_1,AQI_lag_7,AQI_lag_14,AQI_lag_30,AQI_7day_avg,AQI_30day_avg
2024-02-12,32.38285714285713,17.943333333333324,173.22380952380942,1.5811904761904751,1.0086904761904756,88.7619047619047,30,32,9,89,1,2,89,Koonimedu,Rural,2024,2,12,0,117.0,71.0,129.0,127.0,88.57142857142857,84.96666666666667
2024-02-13,34.4888095238095,20.1195238095238,236.90595238095224,2.526547619047618,1.959523809523808,88.9071428571428,34,34,12,89,2,3,89,Koonimedu,Rural,2024,2,13,1,89.0,81.0,98.0,129.0,89.71428571428571,83.63333333333334
2024-02-14,34.15690476190474,19.541666666666654,244.1071428571427,1.5711904761904751,0.8842857142857138,90.71904761904756,33,34,12,91,1,2,91,Koonimedu,Rural,2024,2,14,2,89.0,90.0,74.0,121.0,89.85714285714286,82.63333333333334
2024-02-15,41.10833333333331,23.2245238095238,215.48571428571407,1.581904761904761,1.1777380952380945,90.98690476190473,39,41,11,91,1,2,91,Koonimedu,Rural,2024,2,15,3,91.0,75.0,59.0,98.0,92.14285714285714,82.4
2024-02-16,32.36726190476188,18.40142857142856,201.34880952380945,1.888690476190475,1.2098809523809515,87.57380952380947,31,32,10,88,2,2,88,Koonimedu,Rural,2024,2,16,4,91.0,72.0,58.0,79.0,94.42857142857143,82.7
2024-02-17,38.019642857142834,22.332857142857133,231.3726190476189,2.8655952380952363,2.174523809523808,86.60952380952376,37,38,12,87,3,4,87,Koonimedu,Rural,2024,2,17,5,88.0,96.0,66.0,73.0,93.14285714285714,83.16666666666667
2024-02-18,37.5265476190476,21.609880952380937,218.93452380952365,1.860595238095237,1.2038095238095232,81.02142857142853,36,38,11,81,2,2,81,Koonimedu,Rural,2024,2,18,6,87.0,117.0,68.0,65.0,88.0,83.7
2024-02-19,40.29595238095236,22.842142857142846,207.00595238095227,1.6173809523809517,0.9548809523809516,77.53452380952376,38,40,10,78,1,2,78,Koonimedu,Rural,2024,2,19,0,81.0,89.0,71.0,70.0,86.42857142857143,83.96666666666667
2024-02-20,46.990833333333306,27.813809523809507,220.57142857142844,1.3729761904761897,0.914880952380952,85.90952380952376,46,47,11,86,1,2,86,Koonimedu,Rural,2024,2,20,1,78.0,89.0,81.0,71.0,86.0,84.46666666666667
2024-02-21,40.878571428571405,24.14261904761904,202.6011904761904,1.364047619047618,0.7242857142857139,82.58095238095233,40,41,10,83,1,2,83,Koonimedu,Rural,2024,2,21,2,86.0,91.0,90.0,76.0,84.85714285714286,84.7
2024-02-22,34.47726190476188,19.91392857142856,197.98690476190464,1.7972619047619036,2.080833333333332,83.00357142857138,33,34,10,83,3,2,83,Koonimedu,Rural,2024,2,22,3,83.0,91.0,75.0,88.0,83.71428571428571,84.53333333333333
2024-02-23,38.24952380952379,22.41488095238094,224.8535714285713,1.8695238095238085,2.257023809523808,80.25595238095234,37,38,11,80,3,2,80,Koonimedu,Rural,2024,2,23,4,83.0,88.0,72.0,86.0,82.57142857142857,84.33333333333333
2024-02-24,35.17071428571426,20.16142857142856,172.90833333333322,0.7271428571428568,0.404880952380952,73.09404761904757,34,35,9,73,1,1,73,Koonimedu,Rural,2024,2,24,5,80.0,87.0,96.0,82.0,80.57142857142857,84.03333333333333
2024-02-25,35.69476190476188,20.06630952380951,156.7107142857142,0.9944047619047612,0.5378571428571425,67.72499999999995,33,36,8,68,1,1,68,Koonimedu,Rural,2024,2,25,6,73.0,81.0,117.0,81.0,78.71428571428571,83.6
2024-02-26,37.37583333333331,21.18595238095237,172.595238095238,0.9023809523809518,0.4989285714285711,66.4035714285714,35,37,9,66,1,1,66,Koonimedu,Rural,2024,2,26,0,68.0,78.0,89.0,82.0,77.0,83.06666666666666
2024-02-27,29.73666666666665,17.335238095238086,182.8285714285713,1.3607142857142849,0.683928571428571,71.70714285714281,29,30,9,72,1,2,72,Koonimedu,Rural,2024,2,27,1,66.0,86.0,89.0,105.0,75.0,81.96666666666667
2024-02-28,36.10297619047617,22.074642857142845,204.8071428571428,2.409761904761904,2.137023809523808,75.79523809523805,37,36,10,76,3,3,76,Koonimedu,Rural,2024,2,28,2,72.0,83.0,91.0,129.0,74.0,80.2
2024-02-29,39.75499999999997,24.685476190476177,222.75952380952367,2.4990476190476176,1.884999999999999,81.07023809523805,41,40,11,81,2,3,81,Koonimedu,Rural,2024,2,29,3,76.0,83.0,91.0,98.0,73.71428571428571,79.63333333333334
2024-03-01,43.48714285714283,27.5870238095238,208.3047619047618,2.393333333333332,1.0442857142857136,77.4273809523809,46,43,10,77,1,3,77,Koonimedu,Rural,2024,3,1,4,81.0,80.0,88.0,74.0,73.28571428571429,79.73333333333333
2024-03-02,56.47797619047616,34.68595238095236,210.63690476190465,2.0170238095238084,0.9209523809523804,82.34404761904757,58,56,11,82,1,3,82,Koonimedu,Rural,2024,3,2,5,77.0,73.0,87.0,59.0,74.57142857142857,80.5
2024-03-03,58.427023809523774,30.106904761904744,218.3964285714285,1.333214285714285,1.5232142857142847,90.20119047619043,50,58,11,90,2,2,90,Koonimedu,Rural,2024,3,3,6,82.0,68.0,81.0,58.0,77.71428571428571,81.56666666666666
2024-03-04,45.0760714285714,24.052857142857125,191.5904761904761,1.174761904761904,1.2108333333333328,79.88452380952377,40,45,10,80,2,1,80,Koonimedu,Rural,2024,3,4,0,90.0,66.0,78.0,66.0,79.71428571428571,82.03333333333333
2024-03-05,33.37452380952379,18.98761904761904,186.58809523809512,1.6076190476190468,1.0038095238095233,74.10476190476186,32,33,9,74,1,2,74,Koonimedu,Rural,2024,3,5,1,80.0,72.0,86.0,68.0,80.0,82.23333333333333
2024-03-06,31.87999999999998,18.55916666666665,184.42499999999987,1.4574999999999994,0.6503571428571425,66.19166666666662,31,32,9,66,1,2,66,Koonimedu,Rural,2024,3,6,2,74.0,76.0,83.0,71.0,78.57142857142857,82.06666666666666
2024-03-07,32.01321428571427,18.63440476190475,168.0904761904761,1.3201190476190467,0.8996428571428566,62.72619047619043,31,32,8,63,1,2,63,Koonimedu,Rural,2024,3,7,3,66.0,81.0,83.0,81.0,76.0,81.46666666666667
2024-03-08,44.4483333333333,26.304047619047605,178.96428571428564,1.3804761904761895,1.428809523809523,69.21428571428568,44,44,9,69,2,2,69,Koonimedu,Rural,2024,3,8,4,63.0,77.0,80.0,90.0,74.85714285714286,80.76666666666667
2024-03-09,37.64047619047617,22.306904761904747,189.60833333333323,1.3566666666666658,1.103571428571428,71.8428571428571,37,38,9,72,1,2,72,Koonimedu,Rural,2024,3,9,5,69.0,82.0,73.0,75.0,73.42857142857143,80.66666666666667
2024-03-10,44.78607142857141,26.31928571428569,168.32857142857134,1.2848809523809517,0.824523809523809,74.28928571428567,44,45,8,74,1,2,74,Koonimedu,Rural,2024,3,10,6,72.0,90.0,68.0,72.0,71.14285714285714,80.73333333333333
2024-03-11,48.69452380952378,26.679880952380937,204.84761904761896,1.205714285714285,1.0584523809523805,88.5821428571428,44,49,10,89,1,2,89,Koonimedu,Rural,2024,3,11,0,74.0,80.0,66.0,96.0,72.42857142857143,80.5
2024-03-12,38.08142857142855,19.62238095238094,173.6999999999999,1.328214285714285,1.5439285714285704,94.73809523809518,33,38,9,95,2,2,95,Koonimedu,Rural,2024,3,12,1,89.0,74.0,72.0,117.0,75.42857142857143,79.76666666666667
2024-03-13,47.6388095238095,25.572023809523795,174.10119047619037,1.6029761904761894,2.6577380952380936,101.03333333333326,43,48,9,102,3,2,102,Koonimedu,Rural,2024,3,13,2,95.0,66.0,76.0,89.0,80.57142857142857,80.2
2024-03-14,38.65821428571426,19.9720238095238,177.20714285714277,1.2633333333333323,1.72595238095238,95.2678571428571,33,39,9,95,2,2,95,Koonimedu,Rural,2024,3,14,3,102.0,63.0,81.0,89.0,85.14285714285714,80.4
2024-03-15,29.947023809523795,16.346904761904753,172.97976190476183,1.3685714285714277,2.257380952380951,83.46428571428567,27,30,9,83,3,2,83,Koonimedu,Rural,2024,3,15,4,95.0,69.0,77.0,91.0,87.14285714285714,80.13333333333334
2024-03-16,24.4270238095238,13.605357142857136,158.30476190476182,0.9009523809523804,0.4034523809523807,64.02142857142853,23,24,8,64,1,1,64,Koonimedu,Rural,2024,3,16,5,83.0,72.0,82.0,91.0,86.0,79.23333333333333
2024-03-17,16.935833333333324,9.193571428571424,126.15833333333326,0.7865476190476186,0.3624999999999997,54.173809523809496,15,17,6,54,0,1,54,Koonimedu,Rural,2024,3,17,6,64.0,74.0,90.0,88.0,83.14285714285714,78.1
2024-03-18,28.808928571428552,16.20904761904761,178.37380952380943,1.1152380952380947,0.5492857142857139,64.94404761904758,27,29,9,65,1,1,65,Koonimedu,Rural,2024,3,18,0,54.0,89.0,80.0,87.0,79.71428571428571,77.36666666666666
2024-03-19,63.77964285714282,34.80761904761903,181.66785714285703,0.9392857142857136,0.7976190476190471,69.6178571428571,58,64,9,70,1,1,70,Koonimedu,Rural,2024,3,19,1,65.0,95.0,74.0,81.0,76.14285714285714,77.0
2024-03-20,39.86738095238093,22.7267857142857,161.49999999999991,0.8249999999999994,0.4023809523809521,64.89642857142853,38,40,8,65,1,1,65,Koonimedu,Rural,2024,3,20,2,70.0,102.0,66.0,78.0,70.85714285714286,76.56666666666666
2024-03-21,32.23833333333332,18.506666666666657,172.95238095238085,1.0669047619047614,0.5423809523809521,61.67380952380949,31,32,9,62,1,1,62,Koonimedu,Rural,2024,3,21,3,65.0,95.0,63.0,86.0,66.14285714285714,75.76666666666667
2024-03-22,42.24749999999997,24.89440476190475,199.78095238095227,1.1303571428571422,0.5920238095238092,64.89523809523806,41,42,10,65,1,1,65,Koonimedu,Rural,2024,3,22,4,62.0,83.0,69.0,83.0,63.57142857142857,75.16666666666667
2024-03-23,35.08440476190474,20.96166666666665,224.9261904761904,1.1992857142857136,0.6101190476190472,66.88571428571426,35,35,11,67,1,1,67,Koonimedu,Rural,2024,3,23,5,65.0,64.0,72.0,83.0,64.0,74.63333333333334
2024-03-24,32.64333333333332,19.3542857142857,228.395238095238,1.1748809523809516,0.4509523809523807,64.87142857142854,32,33,11,65,1,1,65,Koonimedu,Rural,2024,3,24,6,67.0,54.0,74.0,80.0,65.57142857142857,74.13333333333334
2024-03-25,26.356785714285696,15.04714285714285,199.73214285714275,1.375357142857142,0.5660714285714282,63.71190476190472,25,26,10,64,1,2,64,Koonimedu,Rural,2024,3,25,0,65.0,65.0,89.0,73.0,65.42857142857143,73.83333333333333
2024-03-26,23.52845238095237,13.212976190476184,192.93809523809512,1.21345238095238,0.458333333333333,61.54047619047615,22,24,10,62,1,2,62,Koonimedu,Rural,2024,3,26,1,64.0,70.0,95.0,68.0,64.28571428571429,73.63333333333334
2024-03-27,27.89488095238093,16.365238095238087,193.40476190476176,1.7003571428571418,0.5954761904761902,53.61190476190473,27,28,10,54,1,2,54,Koonimedu,Rural,2024,3,27,2,62.0,65.0,102.0,66.0,62.714285714285715,73.23333333333333
2024-03-28,25.755595238095225,15.347738095238086,190.29761904761887,1.162857142857142,0.4547619047619045,54.57023809523807,26,26,10,55,1,1,55,Koonimedu,Rural,2024,3,28,3,54.0,62.0,95.0,72.0,61.714285714285715,72.66666666666667
2024-03-29,27.67642857142856,16.123095238095228,209.92499999999987,1.1371428571428563,0.4313095238095235,57.5035714285714,27,28,10,58,1,1,58,Koonimedu,Rural,2024,3,29,4,55.0,65.0,83.0,76.0,60.714285714285715,72.06666666666666
2024-03-30,20.73892857142856,11.856785714285706,177.72738095238086,1.1636904761904754,0.4788095238095235,56.7880952380952,20,21,9,57,1,1,57,Koonimedu,Rural,2024,3,30,5,58.0,67.0,64.0,81.0,59.285714285714285,71.26666666666667
2024-03-31,19.30166666666665,11.048571428571424,161.11785714285705,0.9427380952380946,0.2764285714285712,45.78452380952378,18,19,8,46,0,1,46,Koonimedu,Rural,2024,3,31,6,57.0,65.0,54.0,77.0,56.57142857142857,70.23333333333333
2024-04-01,19.296071428571416,11.15011904761904,160.94761904761896,0.92547619047619,0.5408333333333329,45.010714285714265,19,19,8,45,1,1,45,Koonimedu,Rural,2024,4,1,0,46.0,64.0,65.0,82.0,53.857142857142854,69.0
2024-04-02,24.529642857142843,14.307857142857136,151.37738095238086,1.201309523809523,1.0890476190476184,43.30595238095236,24,25,8,43,1,2,43,Koonimedu,Rural,2024,4,2,1,45.0,62.0,70.0,90.0,51.142857142857146,67.43333333333334
2024-04-03,19.95416666666665,11.65559523809523,141.6119047619047,1.4029761904761897,1.311666666666666,49.52976190476188,19,20,7,50,2,2,50,Koonimedu,Rural,2024,4,3,2,43.0,54.0,65.0,80.0,50.57142857142857,66.43333333333334
2024-04-04,13.297857142857136,7.4565476190476145,127.27857142857135,1.4336904761904752,0.4857142857142854,40.62261904761903,12,13,6,41,1,2,41,Koonimedu,Rural,2024,4,4,3,50.0,55.0,62.0,74.0,48.57142857142857,65.33333333333333
2024-04-05,13.435476190476182,7.77428571428571,151.79166666666657,2.415238095238094,2.475714285714284,54.54404761904758,13,13,8,55,3,3,55,Koonimedu,Rural,2024,4,5,4,41.0,58.0,65.0,66.0,48.142857142857146,64.96666666666667
2024-04-06,23.96238095238094,13.26666666666666,145.44166666666658,2.526547619047617,2.719880952380951,58.13690476190473,22,24,7,58,3,3,58,Koonimedu,Rural,2024,4,6,5,55.0,57.0,67.0,63.0,48.285714285714285,64.8
2024-04-07,27.679047619047605,16.08357142857142,157.37380952380943,2.1626190476190463,1.9651190476190463,56.43928571428568,27,28,8,56,2,3,56,Koonimedu,Rural,2024,4,7,6,58.0,46.0,65.0,69.0,49.714285714285715,64.36666666666666
2024-04-08,28.66023809523808,16.480238095238086,127.272619047619,1.2154761904761897,0.9178571428571424,49.89047619047616,27,29,6,50,1,2,50,Koonimedu,Rural,2024,4,8,0,56.0,45.0,64.0,72.0,50.42857142857143,63.63333333333333
2024-04-09,56.84571428571425,30.917499999999983,168.8142857142856,1.0983333333333327,0.651428571428571,57.46428571428569,52,57,8,57,1,1,57,Koonimedu,Rural,2024,4,9,1,50.0,43.0,62.0,74.0,52.42857142857143,63.06666666666667
2024-04-10,57.38452380952378,31.99761904761903,188.2071428571428,1.62595238095238,0.7646428571428566,60.73928571428568,53,57,9,61,1,2,61,Koonimedu,Rural,2024,4,10,2,57.0,50.0,54.0,89.0,54.0,62.13333333333333
2024-04-11,41.87142857142855,24.09726190476189,191.69642857142847,1.2826190476190469,0.6527380952380949,62.47261904761901,40,42,10,62,1,2,62,Koonimedu,Rural,2024,4,11,3,61.0,41.0,55.0,95.0,57.0,61.03333333333333
2024-04-12,35.817142857142834,20.169999999999987,182.3988095238094,0.8970238095238089,0.4878571428571425,68.11428571428567,34,36,9,68,1,1,68,Koonimedu,Rural,2024,4,12,4,62.0,55.0,58.0,102.0,58.857142857142854,59.9
2024-04-13,39.5290476190476,22.979166666666654,203.06309523809512,1.3936904761904756,0.6864285714285709,70.54880952380948,38,40,10,71,1,2,71,Koonimedu,Rural,2024,4,13,5,68.0,58.0,57.0,95.0,60.714285714285715,59.1
2024-04-14,43.72202380952379,26.026904761904746,203.43690476190463,1.809404761904761,0.9674999999999994,72.422619047619,43,44,10,72,1,2,72,Koonimedu,Rural,2024,4,14,6,71.0,56.0,46.0,83.0,63.0,58.733333333333334
2024-04-15,30.767619047619032,18.001428571428562,192.99642857142848,2.08095238095238,0.8399999999999994,61.49404761904759,30,31,10,61,1,3,61,Koonimedu,Rural,2024,4,15,0,72.0,50.0,45.0,64.0,64.57142857142857,58.63333333333333
2024-04-16,31.56357142857141,18.60142857142856,186.2857142857142,1.968690476190475,1.292857142857142,59.49642857142854,31,32,9,59,2,2,59,Koonimedu,Rural,2024,4,16,1,61.0,57.0,43.0,54.0,64.85714285714286,58.8
2024-04-17,30.71011904761903,17.49547619047618,156.25952380952373,1.8403571428571408,1.8417857142857128,59.38571428571425,29,31,8,59,2,2,59,Koonimedu,Rural,2024,4,17,2,59.0,61.0,50.0,65.0,64.57142857142857,58.6
2024-04-18,25.78380952380951,14.384761904761897,154.81666666666658,2.9404761904761885,4.123095238095236,79.48928571428567,24,26,8,79,5,4,79,Koonimedu,Rural,2024,4,18,3,59.0,62.0,41.0,70.0,67.0,58.9
2024-04-19,26.510357142857128,14.785357142857135,133.16428571428565,2.6172619047619032,3.1989285714285693,79.06666666666662,25,27,7,79,4,3,79,Koonimedu,Rural,2024,4,19,4,79.0,68.0,55.0,65.0,68.57142857142857,59.36666666666667
2024-04-20,25.13880952380951,13.985357142857136,154.24285714285705,1.8269047619047607,2.0741666666666654,85.5321428571428,23,25,8,86,3,2,86,Koonimedu,Rural,2024,4,20,5,79.0,71.0,58.0,62.0,70.71428571428571,60.166666666666664
2024-04-21,22.71785714285713,12.2595238095238,133.00714285714278,1.5404761904761894,1.261666666666666,74.05119047619043,20,23,7,74,2,2,74,Koonimedu,Rural,2024,4,21,6,86.0,72.0,56.0,65.0,71.0,60.46666666666667
2024-04-22,24.394999999999985,12.626190476190468,129.31547619047612,1.6863095238095227,1.6104761904761895,69.08571428571425,21,24,6,69,2,2,69,Koonimedu,Rural,2024,4,22,0,74.0,61.0,50.0,67.0,72.14285714285714,60.53333333333333
2024-04-23,20.6095238095238,10.37369047619047,124.12261904761895,1.3377380952380944,0.6297619047619044,64.29166666666663,17,21,6,64,1,2,64,Koonimedu,Rural,2024,4,23,1,69.0,59.0,57.0,65.0,72.85714285714286,60.5
2024-04-24,16.217976190476183,8.58833333333333,131.76190476190467,2.495119047619046,2.7111904761904744,61.54880952380949,14,16,7,62,3,3,62,Koonimedu,Rural,2024,4,24,2,64.0,59.0,61.0,64.0,73.28571428571429,60.43333333333333
2024-04-25,15.540595238095229,6.963214285714282,117.82857142857137,1.670357142857142,0.5972619047619044,50.798809523809496,12,16,6,51,1,2,51,Koonimedu,Rural,2024,4,25,3,62.0,79.0,62.0,62.0,69.28571428571429,60.06666666666667
2024-04-26,21.21785714285713,9.315952380952377,125.89999999999992,1.5848809523809515,0.6214285714285711,49.38214285714283,16,21,6,49,1,2,49,Koonimedu,Rural,2024,4,26,4,51.0,79.0,68.0,54.0,65.0,59.9
2024-04-27,17.12690476190475,8.71869047619047,138.83928571428564,1.0271428571428565,0.5177380952380949,52.896428571428544,15,17,7,53,1,1,53,Koonimedu,Rural,2024,4,27,5,49.0,86.0,71.0,55.0,60.285714285714285,59.833333333333336
2024-04-28,12.016309523809516,6.934523809523806,122.49047619047612,1.0372619047619045,0.5877380952380948,39.4440476190476,12,12,6,39,1,1,39,Koonimedu,Rural,2024,4,28,6,53.0,74.0,72.0,58.0,55.285714285714285,59.2
2024-04-29,13.253095238095227,7.535476190476186,123.66785714285707,1.0963095238095233,0.7186904761904757,35.90119047619046,13,13,6,36,1,1,36,Koonimedu,Rural,2024,4,29,0,39.0,69.0,61.0,57.0,50.57142857142857,58.5
2024-04-30,16.97809523809523,9.945833333333328,124.27976190476184,1.9392857142857127,2.0776190476190464,36.00238095238093,17,17,6,36,3,2,36,Koonimedu,Rural,2024,4,30,1,36.0,64.0,59.0,46.0,46.57142857142857,58.166666666666664
2024-05-01,15.757142857142847,8.9847619047619,152.61785714285705,3.414642857142855,5.511547619047616,73.12023809523805,15,16,8,73,7,4,73,Koonimedu,Rural,2024,5,1,2,36.0,62.0,59.0,45.0,48.142857142857146,59.1
2024-05-02,26.718928571428552,15.331904761904754,161.7797619047618,3.412619047619046,3.674761904761903,80.65833333333329,26,27,8,81,5,4,81,Koonimedu,Rural,2024,5,2,3,73.0,51.0,79.0,43.0,52.42857142857143,60.36666666666667
2024-05-03,32.71440476190474,18.874285714285705,154.09761904761896,3.31488095238095,3.5597619047619027,75.01071428571424,31,33,8,75,4,4,75,Koonimedu,Rural,2024,5,3,4,81.0,49.0,79.0,50.0,56.142857142857146,61.2
2024-05-04,25.64488095238094,14.901190476190466,158.98333333333323,3.745357142857141,3.913928571428569,76.62619047619043,25,26,8,77,5,5,77,Koonimedu,Rural,2024,5,4,5,75.0,53.0,86.0,41.0,59.57142857142857,62.4
2024-05-05,31.20964285714284,17.788333333333323,151.9511904761904,2.882619047619046,3.610714285714284,87.43214285714281,30,31,8,87,5,4,87,Koonimedu,Rural,2024,5,5,6,77.0,39.0,74.0,55.0,66.42857142857143,63.46666666666667
2024-05-06,41.22464285714283,23.92440476190475,175.28214285714276,3.320119047619046,4.431071428571426,100.81547619047612,40,41,9,101,6,4,101,Koonimedu,Rural,2024,5,6,0,87.0,36.0,69.0,58.0,75.71428571428571,64.9
2024-05-07,31.625714285714267,17.61499999999999,146.55238095238087,1.847261904761904,1.7617857142857132,84.73333333333328,29,32,7,85,2,2,85,Koonimedu,Rural,2024,5,7,1,101.0,36.0,64.0,56.0,82.71428571428571,65.86666666666666
2024-05-08,18.79345238095237,10.391428571428564,135.1821428571428,1.7285714285714275,2.1664285714285705,76.46428571428567,17,19,7,76,3,2,76,Koonimedu,Rural,2024,5,8,2,85.0,73.0,62.0,50.0,83.14285714285714,66.73333333333333
2024-05-09,16.330238095238084,8.863690476190472,110.10595238095232,0.9973809523809516,0.4169047619047616,55.3535714285714,15,16,6,55,1,1,55,Koonimedu,Rural,2024,5,9,3,76.0,81.0,51.0,57.0,79.42857142857143,66.66666666666667
2024-05-10,12.16714285714285,6.715952380952377,106.54285714285707,0.8861904761904756,0.488333333333333,54.41190476190473,11,12,5,54,1,1,54,Koonimedu,Rural,2024,5,10,4,55.0,75.0,49.0,61.0,76.42857142857143,66.43333333333334
2024-05-11,8.800476190476186,4.863214285714283,108.17738095238089,1.1492857142857136,0.7196428571428567,57.63690476190473,8,9,5,58,1,1,58,Koonimedu,Rural,2024,5,11,5,54.0,77.0,53.0,62.0,73.71428571428571,66.3
2024-05-12,10.786071428571423,5.9185714285714255,99.50476190476184,1.0899999999999992,0.9427380952380946,48.26904761904759,10,11,5,48,1,1,48,Koonimedu,Rural,2024,5,12,6,58.0,87.0,39.0,68.0,68.14285714285714,65.63333333333334
2024-05-13,17.660833333333326,10.476309523809515,147.6059523809523,2.5151190476190464,3.657619047619045,64.14642857142853,17,18,7,64,5,3,64,Koonimedu,Rural,2024,5,13,0,48.0,101.0,36.0,71.0,62.857142857142854,65.4
2024-05-14,20.539642857142844,11.545595238095231,125.73095238095232,1.825595238095237,1.8339285714285705,53.80476190476188,19,21,6,54,2,2,54,Koonimedu,Rural,2024,5,14,1,64.0,85.0,36.0,72.0,58.42857142857143,64.8
2024-05-15,13.637976190476182,7.695238095238092,130.51309523809516,2.8215476190476174,3.468571428571426,48.84166666666664,13,14,7,49,4,4,49,Koonimedu,Rural,2024,5,15,2,54.0,76.0,73.0,61.0,54.57142857142857,64.4
2024-05-16,6.211309523809521,3.5852380952380933,120.82738095238088,2.21142857142857,1.0748809523809515,46.9190476190476,6,6,6,47,1,3,47,Koonimedu,Rural,2024,5,16,3,49.0,55.0,81.0,59.0,53.42857142857143,64.0
2024-05-17,8.935952380952376,5.532976190476187,162.33690476190466,5.011904761904759,4.3528571428571405,57.04404761904758,9,9,8,57,5,6,57,Koonimedu,Rural,2024,5,17,4,47.0,54.0,75.0,59.0,53.857142857142854,63.93333333333333
2024-05-18,12.57357142857142,7.957499999999996,168.8357142857142,5.189523809523807,6.132976190476186,63.249999999999964,13,13,8,63,8,6,63,Koonimedu,Rural,2024,5,18,5,57.0,58.0,77.0,79.0,54.57142857142857,63.4
2024-05-19,19.92238095238094,12.188452380952375,193.9571428571427,3.721190476190474,6.861666666666664,82.43571428571424,20,20,10,82,9,5,82,Koonimedu,Rural,2024,5,19,6,63.0,48.0,87.0,79.0,59.42857142857143,63.5
2024-05-20,6.001785714285711,3.8673809523809504,182.7535714285713,5.43035714285714,4.175238095238092,52.047619047619015,6,6,9,52,5,7,52,Koonimedu,Rural,2024,5,20,0,82.0,64.0,101.0,86.0,57.714285714285715,62.36666666666667
2024-05-21,9.098928571428566,6.192261904761902,189.19166666666652,5.818214285714283,4.814523809523807,52.91428571428568,10,9,9,53,6,7,53,Koonimedu,Rural,2024,5,21,1,52.0,54.0,85.0,74.0,57.57142857142857,61.666666666666664
2024-05-22,9.901071428571424,6.695476190476186,197.67499999999987,6.18333333333333,5.794999999999997,63.26666666666663,11,10,10,63,7,8,63,Koonimedu,Rural,2024,5,22,2,53.0,49.0,76.0,69.0,59.57142857142857,61.46666666666667
2024-05-23,15.904285714285706,10.251785714285708,197.57738095238085,7.913928571428567,13.072658730158722,75.44404761904758,17,16,10,75,16,10,75,Koonimedu,Rural,2024,5,23,3,63.0,47.0,55.0,64.0,63.57142857142857,61.833333333333336
2024-05-24,28.5990476190476,19.115238095238084,254.7892857142856,9.038095238095233,17.112619047619038,86.71309523809519,32,29,13,87,21,11,87,Koonimedu,Rural,2024,5,24,4,75.0,57.0,54.0,62.0,67.85714285714286,62.666666666666664
2024-05-25,57.63539682539679,37.90253968253966,340.57460317460294,9.629880952380946,12.25916666666666,106.81904761904757,63,58,17,110,15,12,110,Koonimedu,Rural,2024,5,25,5,87.0,63.0,58.0,51.0,74.57142857142857,64.63333333333334
2024-05-26,51.39440476190473,30.097738095238075,284.917857142857,8.27119047619047,8.872619047619041,101.44880952380947,50,51,14,102,11,10,102,Koonimedu,Rural,2024,5,26,6,110.0,82.0,48.0,49.0,77.42857142857143,66.4
2024-05-27,41.56583333333331,22.73988095238094,242.40952380952368,7.458571428571425,9.266785714285708,102.77380952380946,38,42,12,104,12,9,104,Koonimedu,Rural,2024,5,27,0,102.0,52.0,64.0,53.0,84.85714285714286,68.1
2024-05-28,40.74261904761902,23.2067857142857,262.6273809523808,8.742380952380948,10.217857142857136,99.4416666666666,39,41,13,99,13,11,99,Koonimedu,Rural,2024,5,28,1,104.0,53.0,54.0,39.0,91.42857142857143,70.1
2024-05-29,34.11797619047617,20.296666666666656,242.1523809523808,6.451904761904758,8.231428571428566,103.53809523809518,34,34,12,105,10,8,105,Koonimedu,Rural,2024,5,29,2,99.0,63.0,49.0,36.0,97.42857142857143,72.4
2024-05-30,46.25285714285712,27.86773809523808,285.7059523809522,8.094642857142853,10.229523809523805,109.913492063492,46,46,14,115,13,10,115,Koonimedu,Rural,2024,5,30,3,105.0,75.0,47.0,36.0,103.14285714285714,75.03333333333333
2024-05-31,47.11333333333331,27.268095238095224,261.2988095238094,5.308214285714283,6.109047619047615,115.36944444444435,45,47,13,123,8,7,123,Koonimedu,Rural,2024,5,31,4,115.0,87.0,57.0,73.0,108.28571428571429,76.7
2024-06-01,57.25964285714283,32.778452380952366,252.0916666666665,5.451428571428568,10.282023809523803,115.54880952380944,55,57,13,123,13,7,123,Koonimedu,Rural,2024,6,1,5,123.0,110.0,63.0,81.0,110.14285714285714,78.1
2024-06-02,58.91821428571425,33.32845238095236,256.1130952380951,5.471309523809521,12.190238095238088,111.38571428571424,56,59,13,117,15,7,117,Koonimedu,Rural,2024,6,2,6,123.0,102.0,82.0,75.0,112.28571428571429,79.5
2024-06-03,56.184285714285686,34.1017857142857,291.60952380952364,6.018214285714282,12.138809523809517,105.2119047619047,57,56,15,108,15,8,108,Koonimedu,Rural,2024,6,3,0,117.0,104.0,52.0,77.0,112.85714285714286,80.53333333333333
2024-06-04,38.72154761904759,23.354404761904743,243.9892857142856,7.471904761904757,11.97511904761904,98.2773809523809,39,39,12,98,15,9,98,Koonimedu,Rural,2024,6,4,1,108.0,99.0,53.0,87.0,112.71428571428571,80.9
