date,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),pm2_5 (μg/m³)_subindex,pm10 (μg/m³)_subindex,carbon_monoxide (μg/m³)_subindex,ozone (μg/m³)_subindex,sulphur_dioxide (μg/m³)_subindex,nitrogen_dioxide (μg/m³)_subindex,AQI,Location,Urban/Rural,year,month,day,weekday,AQI_lag_1,AQI_lag_7,AQI_lag_14,AQI_lag_30,AQI_7day_avg,AQI_30day_avg
2023-01-01,37.88678571428569,23.77833333333332,231.52857142857127,3.3133333333333312,3.702142857142855,105.48452380952376,40,38,12,108,5,4,108,Koonimedu,Rural,2023,1,1,6,91.0,72.0,130.0,60.0,81.42857142857143,99.53333333333333
2023-01-02,37.75273809523807,21.7695238095238,170.91547619047608,2.766309523809522,2.055238095238094,89.22261904761899,36,38,9,89,3,3,89,Koonimedu,Rural,2023,1,2,0,108.0,65.0,96.0,76.0,84.85714285714286,99.96666666666667
2023-01-03,57.74404761904759,33.718809523809504,223.18809523809512,3.747976190476189,2.74595238095238,104.63571428571424,56,58,11,107,3,5,107,Koonimedu,Rural,2023,1,3,1,89.0,66.0,97.0,137.0,90.71428571428571,98.96666666666667
2023-01-04,57.80249999999997,32.95226190476189,250.5273809523808,4.531626984126981,3.287619047619046,105.6011904761904,55,58,13,108,4,6,108,Koonimedu,Rural,2023,1,4,2,107.0,77.0,93.0,161.0,95.14285714285714,97.2
2023-01-05,61.540634920634886,41.75742063492061,299.93214285714265,4.773333333333331,4.690952380952378,110.92380952380944,70,62,15,116,6,6,116,Koonimedu,Rural,2023,1,5,3,108.0,80.0,132.0,163.0,100.28571428571429,95.63333333333334
2023-01-06,63.53825396825393,37.48523809523808,253.095238095238,3.696190476190474,4.682261904761902,101.68333333333328,62,64,13,102,6,5,102,Koonimedu,Rural,2023,1,6,4,116.0,83.0,148.0,191.0,103.0,92.66666666666667
2023-01-07,59.54297619047616,40.2931349206349,307.6710317460316,5.10785714285714,8.205833333333329,114.8119047619047,67,60,15,122,10,6,122,Koonimedu,Rural,2023,1,7,5,102.0,91.0,103.0,126.0,107.42857142857143,92.53333333333333
2023-01-08,61.09420634920631,37.56027777777776,287.30793650793635,4.042023809523808,13.02107142857142,128.6404761904761,63,61,14,142,16,5,142,Koonimedu,Rural,2023,1,8,6,122.0,108.0,72.0,91.0,112.28571428571429,94.23333333333333
2023-01-09,51.731785714285685,28.97726190476189,236.0083333333332,4.283452380952379,9.433452380952374,119.18928571428565,48,52,12,128,12,5,128,Koonimedu,Rural,2023,1,9,0,142.0,89.0,65.0,86.0,117.85714285714286,95.63333333333334
2023-01-10,58.93142857142853,33.548928571428554,326.3448412698411,6.014285714285712,12.920714285714276,115.1869047619047,56,59,16,122,16,8,122,Koonimedu,Rural,2023,1,10,1,128.0,107.0,66.0,103.0,120.0,96.26666666666667
2023-01-11,60.653809523809485,34.6138095238095,329.7071428571426,5.361785714285712,14.128333333333323,126.14880952380946,58,61,16,138,18,7,138,Koonimedu,Rural,2023,1,11,2,122.0,108.0,77.0,98.0,124.28571428571429,97.6
2023-01-12,48.82666666666663,28.45642857142856,265.30277777777764,3.951785714285712,6.498095238095234,115.1523809523809,47,49,13,122,8,5,122,Koonimedu,Rural,2023,1,12,3,138.0,116.0,80.0,52.0,125.14285714285714,99.93333333333334
2023-01-13,32.17892857142855,19.29333333333332,193.545238095238,3.4976190476190454,2.881071428571427,94.17499999999994,32,32,10,94,4,4,94,Koonimedu,Rural,2023,1,13,4,122.0,102.0,83.0,27.0,124.0,102.16666666666667
2023-01-14,28.10071428571427,16.814285714285706,175.51071428571422,2.9114285714285697,2.865952380952379,92.37857142857138,28,28,9,92,4,4,92,Koonimedu,Rural,2023,1,14,5,94.0,122.0,91.0,32.0,119.71428571428571,104.16666666666667
2023-01-15,29.55392857142856,18.04154761904761,168.12738095238086,3.7336904761904735,2.93690476190476,87.672619047619,30,30,8,88,4,5,88,Koonimedu,Rural,2023,1,15,6,92.0,142.0,108.0,86.0,112.0,104.23333333333333
2023-01-16,30.550714285714268,18.226190476190467,155.0595238095237,2.714047619047617,1.9966666666666653,88.84999999999995,30,31,8,89,2,3,89,Koonimedu,Rural,2023,1,16,0,88.0,128.0,89.0,116.0,106.42857142857143,103.33333333333333
2023-01-17,36.25749999999998,21.176904761904748,175.24642857142848,2.7167857142857126,2.100833333333332,94.6916666666666,35,36,9,95,3,3,95,Koonimedu,Rural,2023,1,17,1,89.0,122.0,107.0,130.0,102.57142857142857,102.16666666666667
2023-01-18,51.37345238095235,30.7190476190476,191.54999999999987,2.62595238095238,2.023690476190476,101.78809523809518,51,51,10,103,3,3,103,Koonimedu,Rural,2023,1,18,2,95.0,138.0,108.0,96.0,97.57142857142857,102.4
2023-01-19,54.107499999999966,32.882023809523794,213.39285714285705,3.852857142857141,2.833452380952379,106.61547619047614,55,54,11,110,4,5,110,Koonimedu,Rural,2023,1,19,3,103.0,122.0,116.0,97.0,95.85714285714286,102.83333333333333
2023-01-20,59.121468253968224,36.39281746031744,272.1535714285713,5.072261904761902,3.83285714285714,100.46904761904756,61,59,14,101,5,6,101,Koonimedu,Rural,2023,1,20,4,110.0,94.0,102.0,93.0,96.85714285714286,103.1
2023-01-21,62.81194444444441,39.12726190476189,277.0619047619046,4.068333333333331,5.623690476190473,109.43928571428565,65,63,14,114,7,5,114,Koonimedu,Rural,2023,1,21,5,101.0,92.0,122.0,132.0,100.0,102.5
2023-01-22,57.68345238095235,41.07531746031744,328.2726190476189,2.780714285714284,4.13285714285714,121.94880952380946,68,58,16,132,5,3,132,Koonimedu,Rural,2023,1,22,6,114.0,88.0,142.0,148.0,106.28571428571429,101.96666666666667
2023-01-23,44.96702380952379,26.670476190476176,203.1249999999999,4.631190476190473,2.7895238095238075,88.39999999999996,44,45,10,88,3,6,88,Koonimedu,Rural,2023,1,23,0,132.0,89.0,128.0,103.0,106.14285714285714,101.46666666666667
2023-01-24,39.67892857142855,22.862738095238083,155.89880952380943,1.328095238095237,1.0374999999999994,98.63571428571424,38,40,8,99,1,2,99,Koonimedu,Rural,2023,1,24,1,88.0,95.0,122.0,72.0,106.71428571428571,102.36666666666666
2023-01-25,60.319999999999965,36.629404761904745,206.6059523809523,2.412738095238094,1.7445238095238085,104.25476190476184,61,60,10,106,2,3,106,Koonimedu,Rural,2023,1,25,2,99.0,103.0,138.0,65.0,107.14285714285714,103.73333333333333
2023-01-26,61.517261904761874,37.43535714285712,233.24484126984112,3.57674603174603,4.230476190476188,109.7511904761904,62,62,12,114,5,4,114,Koonimedu,Rural,2023,1,26,3,106.0,110.0,122.0,66.0,107.71428571428571,105.33333333333333
2023-01-27,33.49833333333331,20.119285714285702,204.13690476190465,4.9774999999999965,3.700714285714284,91.51904761904756,34,33,10,92,5,6,92,Koonimedu,Rural,2023,1,27,4,114.0,101.0,94.0,77.0,106.42857142857143,105.83333333333333
2023-01-28,63.02206349206346,38.086666666666645,293.1718253968252,5.279801587301584,11.10916666666666,110.34999999999997,63,63,15,115,14,7,115,Koonimedu,Rural,2023,1,28,5,92.0,114.0,92.0,80.0,106.57142857142857,107.0
2023-01-29,69.75535714285711,41.019642857142834,317.56825396825377,3.782261904761903,4.899047619047616,108.54523809523802,68,70,16,113,6,5,113,Koonimedu,Rural,2023,1,29,6,115.0,132.0,88.0,83.0,103.85714285714286,108.0
2023-01-30,55.1860714285714,33.02785714285712,337.9619047619046,3.693690476190474,2.949166666666665,103.9166666666666,55,55,17,106,4,5,106,Koonimedu,Rural,2023,1,30,0,113.0,88.0,89.0,91.0,106.42857142857143,108.5
2023-01-31,43.32178571428569,25.827499999999983,335.4218253968252,4.015714285714283,4.74785714285714,102.03333333333326,43,43,17,103,6,5,103,Koonimedu,Rural,2023,1,31,1,106.0,99.0,95.0,108.0,107.0,108.33333333333333
2023-02-01,40.18749999999998,23.92642857142856,348.8805555555553,3.810476190476189,5.064285714285711,105.52499999999992,40,40,17,108,6,5,108,Koonimedu,Rural,2023,2,1,2,103.0,106.0,103.0,89.0,107.28571428571429,108.96666666666667
2023-02-02,54.018134920634886,35.70634920634919,330.6999999999998,3.4001190476190453,5.033690476190473,119.49642857142852,60,54,17,129,6,4,129,Koonimedu,Rural,2023,2,2,3,108.0,114.0,110.0,107.0,109.42857142857143,109.7
2023-02-03,62.82615079365076,40.46662698412696,311.0619047619046,2.747976190476189,3.467499999999998,113.32499999999992,67,63,16,120,4,3,120,Koonimedu,Rural,2023,2,3,4,129.0,92.0,101.0,108.0,113.42857142857143,110.1
2023-02-04,57.92499999999996,32.58761904761903,261.0464285714284,3.8482142857142834,8.13428571428571,126.48809523809516,54,58,13,139,10,5,139,Koonimedu,Rural,2023,2,4,5,120.0,115.0,114.0,116.0,116.85714285714286,110.86666666666666
2023-02-05,51.00297619047617,29.37857142857141,256.97976190476174,4.035238095238093,8.271071428571423,115.73333333333328,49,51,13,123,10,5,123,Koonimedu,Rural,2023,2,5,6,139.0,113.0,132.0,102.0,118.28571428571429,111.56666666666666
2023-02-06,49.02428571428569,29.050952380952364,247.54999999999987,4.0716666666666645,6.474285714285711,113.33214285714278,48,49,12,120,8,5,120,Koonimedu,Rural,2023,2,6,0,123.0,106.0,88.0,122.0,120.28571428571429,111.5
2023-02-07,35.28666666666665,21.233809523809512,194.25595238095227,2.9577380952380934,2.932738095238093,107.01071428571424,35,35,10,110,4,4,110,Koonimedu,Rural,2023,2,7,1,120.0,103.0,99.0,142.0,121.28571428571429,110.43333333333334
2023-02-08,29.907261904761885,18.145476190476177,172.4904761904761,2.454642857142856,1.849761904761904,84.3571428571428,30,30,9,84,2,3,84,Koonimedu,Rural,2023,2,8,2,110.0,108.0,106.0,128.0,117.85714285714286,108.96666666666667
2023-02-09,29.827857142857127,18.35107142857142,199.5940476190475,3.728095238095236,2.463333333333332,79.63809523809519,31,30,10,80,3,5,80,Koonimedu,Rural,2023,2,9,3,84.0,129.0,114.0,122.0,110.85714285714286,107.56666666666666
2023-02-10,42.12261904761902,26.60511904761903,208.6714285714285,3.3879761904761883,4.077023809523808,108.49404761904756,44,42,10,112,5,4,112,Koonimedu,Rural,2023,2,10,4,80.0,120.0,92.0,138.0,109.71428571428571,106.7
2023-02-11,50.58678571428569,32.117380952380934,200.1845238095237,3.7863095238095217,4.4498809523809495,122.00833333333328,54,51,10,132,6,5,132,Koonimedu,Rural,2023,2,11,5,112.0,139.0,115.0,122.0,108.71428571428571,107.03333333333333
2023-02-12,61.3403968253968,38.24341269841268,231.1916666666665,5.62535714285714,7.545476190476186,121.26190476190467,64,61,12,131,9,7,131,Koonimedu,Rural,2023,2,12,6,132.0,123.0,113.0,94.0,109.85714285714286,108.26666666666667
2023-02-13,48.270714285714256,28.15988095238093,182.40357142857133,3.468571428571426,3.9934523809523785,101.3511904761904,47,48,9,102,5,4,102,Koonimedu,Rural,2023,2,13,0,131.0,120.0,106.0,92.0,107.28571428571429,108.6
2023-02-14,33.158928571428554,20.25190476190475,188.7190476190475,3.874047619047617,2.982499999999998,100.37142857142852,34,33,9,101,4,5,101,Koonimedu,Rural,2023,2,14,1,102.0,110.0,103.0,88.0,106.0,109.03333333333333
2023-02-15,40.81833333333331,25.86214285714284,189.3142857142856,3.7086904761904735,4.173214285714283,108.25238095238088,43,41,9,112,5,5,112,Koonimedu,Rural,2023,2,15,2,101.0,84.0,108.0,89.0,110.0,109.8
2023-02-16,62.12821428571425,37.68238095238093,197.3440476190475,3.153452380952379,4.162619047619045,113.84999999999992,63,62,10,120,5,4,120,Koonimedu,Rural,2023,2,16,3,112.0,80.0,129.0,95.0,115.71428571428571,110.63333333333334
2023-02-17,36.77666666666665,21.42142857142856,163.30714285714276,2.9426190476190457,1.994404761904761,94.0666666666666,36,37,8,94,2,4,94,Koonimedu,Rural,2023,2,17,4,120.0,112.0,120.0,103.0,113.14285714285714,110.33333333333333
2023-02-18,24.98273809523808,14.939404761904754,155.5857142857142,2.9267857142857125,1.992976190476189,70.54999999999995,25,25,8,71,2,4,71,Koonimedu,Rural,2023,2,18,5,94.0,132.0,139.0,110.0,104.42857142857143,109.03333333333333
2023-02-19,21.7267857142857,12.930476190476185,140.19285714285706,2.1405952380952367,1.3390476190476182,64.74999999999996,22,22,7,65,2,3,65,Koonimedu,Rural,2023,2,19,6,71.0,131.0,123.0,101.0,95.0,107.83333333333333
2023-02-20,15.934285714285704,9.8422619047619,140.13690476190467,2.183214285714284,1.6363095238095229,64.04166666666663,16,16,7,64,2,3,64,Koonimedu,Rural,2023,2,20,0,65.0,102.0,120.0,114.0,89.57142857142857,106.16666666666667
2023-02-21,20.497738095238084,13.166309523809517,163.095238095238,4.587976190476188,3.4054761904761883,64.88571428571426,22,20,8,65,4,6,65,Koonimedu,Rural,2023,2,21,1,64.0,101.0,110.0,132.0,84.42857142857143,103.93333333333334
2023-02-22,38.25916666666664,23.84380952380951,191.72380952380945,2.89642857142857,2.794166666666665,89.31785714285708,40,38,10,89,3,4,89,Koonimedu,Rural,2023,2,22,2,65.0,112.0,84.0,88.0,81.14285714285714,103.96666666666667
2023-02-23,36.22059523809522,22.07035714285713,178.30714285714274,2.659523809523808,1.7392857142857132,75.74404761904758,37,36,9,76,2,3,76,Koonimedu,Rural,2023,2,23,3,89.0,120.0,80.0,99.0,74.85714285714286,103.2
2023-02-24,20.358214285714272,12.356904761904753,148.10952380952372,1.5890476190476182,0.7677380952380948,66.947619047619,21,20,7,67,1,2,67,Koonimedu,Rural,2023,2,24,4,76.0,94.0,112.0,106.0,71.0,101.9
2023-02-25,19.53035714285713,12.225238095238089,165.89285714285705,2.6440476190476176,0.9328571428571424,76.36785714285709,20,20,8,76,1,3,76,Koonimedu,Rural,2023,2,25,5,67.0,71.0,132.0,114.0,71.71428571428571,100.63333333333334
2023-02-26,32.47869047619046,19.449166666666656,194.72976190476177,2.6855952380952366,1.042619047619047,89.9416666666666,32,32,10,90,1,3,90,Koonimedu,Rural,2023,2,26,6,76.0,65.0,131.0,92.0,75.28571428571429,100.56666666666666
2023-02-27,45.34380952380949,28.469999999999985,296.6714285714284,6.35285714285714,7.870595238095234,113.37261904761898,47,45,15,120,10,8,120,Koonimedu,Rural,2023,2,27,0,90.0,64.0,102.0,115.0,83.28571428571429,100.73333333333333
2023-02-28,54.436904761904735,32.90488095238093,261.140476190476,2.9852380952380937,2.785357142857141,101.45119047619043,55,54,13,102,3,4,102,Koonimedu,Rural,2023,2,28,1,120.0,65.0,101.0,113.0,88.57142857142857,100.36666666666666
2023-03-01,49.594761904761874,29.961785714285696,294.417857142857,2.3207142857142844,1.921785714285713,108.06428571428565,50,50,15,112,2,3,112,Koonimedu,Rural,2023,3,1,2,102.0,89.0,112.0,106.0,91.85714285714286,100.56666666666666
2023-03-02,44.665714285714266,26.062261904761893,250.90952380952368,5.235595238095235,7.499047619047615,116.39404761904756,43,45,13,124,9,7,124,Koonimedu,Rural,2023,3,2,3,112.0,76.0,120.0,103.0,98.71428571428571,101.26666666666667
2023-03-03,51.78999999999997,30.576904761904743,255.3615079365078,4.719166666666664,9.846904761904756,112.4261904761904,51,52,13,118,12,6,118,Koonimedu,Rural,2023,3,3,4,124.0,67.0,94.0,108.0,106.0,101.6
2023-03-04,50.22797619047616,30.21071428571427,267.7547619047618,5.180476190476187,4.774404761904759,108.47380952380946,50,50,13,112,6,6,112,Koonimedu,Rural,2023,3,4,5,118.0,76.0,71.0,129.0,111.14285714285714,101.03333333333333
2023-03-05,46.86952380952378,27.881309523809502,247.82023809523795,5.512142857142854,4.885238095238092,98.54761904761898,46,47,12,99,6,7,99,Koonimedu,Rural,2023,3,5,6,112.0,90.0,65.0,120.0,112.42857142857143,100.33333333333333
2023-03-06,36.472261904761886,20.89130952380951,215.7880952380951,2.5180952380952366,3.0538095238095218,102.68333333333328,35,36,11,104,4,3,104,Koonimedu,Rural,2023,3,6,0,99.0,120.0,64.0,139.0,110.14285714285714,99.16666666666667
2023-03-07,40.92892857142855,23.72892857142856,219.09880952380945,1.737857142857142,2.319761904761904,99.49642857142852,40,41,11,99,3,2,99,Koonimedu,Rural,2023,3,7,1,104.0,102.0,65.0,123.0,109.71428571428571,98.36666666666666
2023-03-08,35.89642857142855,20.816547619047608,243.5035714285713,2.3938095238095225,2.1663095238095225,92.44642857142853,35,36,12,92,3,3,92,Koonimedu,Rural,2023,3,8,2,99.0,112.0,89.0,120.0,106.85714285714286,97.43333333333334
2023-03-09,43.23392857142855,25.717142857142843,228.72380952380936,2.9530952380952367,3.605476190476189,94.61309523809518,43,43,11,95,5,4,95,Koonimedu,Rural,2023,3,9,3,92.0,124.0,76.0,110.0,102.71428571428571,96.93333333333334
2023-03-10,44.96035714285711,26.672499999999985,192.3392857142856,2.927857142857141,4.606785714285712,98.65595238095231,44,45,10,99,6,4,99,Koonimedu,Rural,2023,3,10,4,95.0,118.0,67.0,84.0,100.0,97.43333333333334
2023-03-11,48.71773809523807,29.642499999999984,218.18452380952365,2.6311904761904747,2.6710714285714268,98.01428571428566,49,49,11,98,3,3,98,Koonimedu,Rural,2023,3,11,5,99.0,112.0,76.0,80.0,98.0,98.03333333333333
2023-03-12,45.49249999999998,27.47785714285713,269.3369047619046,3.54940476190476,3.672857142857141,97.58690476190468,46,45,13,98,5,4,98,Koonimedu,Rural,2023,3,12,6,98.0,99.0,90.0,112.0,97.85714285714286,97.56666666666666
2023-03-13,48.582499999999975,28.406428571428552,317.1749999999998,3.381309523809522,3.857261904761903,113.91309523809518,47,49,16,120,5,4,120,Koonimedu,Rural,2023,3,13,0,98.0,104.0,120.0,132.0,100.14285714285714,97.16666666666667
2023-03-14,42.79416666666665,24.118809523809507,308.7928571428569,1.7823809523809515,2.334047619047618,116.44047619047612,40,43,15,124,3,2,124,Koonimedu,Rural,2023,3,14,1,120.0,99.0,102.0,131.0,103.71428571428571,96.93333333333334
2023-03-15,45.98690476190473,27.59916666666665,307.4761904761903,1.2941666666666658,1.4214285714285706,90.88571428571424,46,46,15,91,2,2,91,Koonimedu,Rural,2023,3,15,2,124.0,92.0,112.0,102.0,103.57142857142857,96.56666666666666
2023-03-16,34.61166666666664,21.170595238095228,233.3142857142856,0.5690476190476187,0.3655952380952378,67.7880952380952,35,35,12,68,0,1,68,Koonimedu,Rural,2023,3,16,3,91.0,95.0,124.0,101.0,99.71428571428571,95.46666666666667
2023-03-17,29.445833333333315,17.978571428571417,229.9761904761904,1.159761904761904,0.9065476190476184,75.09404761904757,30,29,11,75,1,1,75,Koonimedu,Rural,2023,3,17,4,68.0,99.0,118.0,112.0,96.28571428571429,94.23333333333333
2023-03-18,27.0665476190476,15.698214285714275,195.5130952380952,1.695595238095237,1.1971428571428564,69.91071428571425,26,27,10,70,1,2,70,Koonimedu,Rural,2023,3,18,5,75.0,98.0,112.0,120.0,92.28571428571429,92.56666666666666
2023-03-19,28.57511904761903,16.992380952380945,206.7035714285713,6.289603174603172,9.122142857142851,73.91190476190472,28,29,10,74,11,8,74,Koonimedu,Rural,2023,3,19,6,70.0,98.0,99.0,94.0,88.85714285714286,91.9
2023-03-20,25.07107142857141,16.160833333333326,245.58095238095223,7.45396825396825,11.272142857142851,92.01071428571424,27,25,12,92,14,9,92,Koonimedu,Rural,2023,3,20,0,74.0,120.0,104.0,71.0,84.85714285714286,92.6
2023-03-21,28.75011904761904,17.65607142857142,245.04047619047608,4.5866269841269816,6.421706349206346,85.50952380952377,29,29,12,86,8,6,86,Koonimedu,Rural,2023,3,21,1,92.0,124.0,99.0,65.0,79.42857142857143,93.3
2023-03-22,29.82809523809522,18.99249999999999,224.23571428571407,3.1552380952380936,7.93773809523809,97.1869047619047,32,30,11,97,10,4,97,Koonimedu,Rural,2023,3,22,2,86.0,91.0,92.0,64.0,80.28571428571429,94.4
2023-03-23,24.753571428571416,14.756904761904757,191.8321428571428,4.780476190476188,4.279404761904759,71.70238095238092,25,25,10,72,5,6,72,Koonimedu,Rural,2023,3,23,3,97.0,68.0,95.0,65.0,80.85714285714286,94.63333333333334
2023-03-24,42.5938095238095,26.71273809523808,250.4595238095237,4.688928571428569,8.587301587301583,106.15317460317452,45,43,13,109,11,6,109,Koonimedu,Rural,2023,3,24,4,72.0,75.0,99.0,89.0,85.71428571428571,95.3
2023-03-25,27.13416666666665,16.436785714285705,185.96785714285704,2.705119047619046,3.8911904761904736,71.20119047619043,27,27,9,71,5,3,71,Koonimedu,Rural,2023,3,25,5,109.0,70.0,98.0,76.0,85.85714285714286,95.13333333333334
2023-03-26,19.710952380952367,11.69714285714285,144.40476190476184,2.27392857142857,0.9688095238095232,38.11428571428569,19,20,7,38,1,3,38,Koonimedu,Rural,2023,3,26,6,71.0,74.0,98.0,67.0,80.71428571428571,94.16666666666667
2023-03-27,26.29773809523808,15.520238095238083,152.97738095238086,5.45190476190476,7.633134920634917,51.579761904761874,26,26,8,52,10,7,52,Koonimedu,Rural,2023,3,27,0,38.0,92.0,120.0,76.0,75.0,93.36666666666666
2023-03-28,26.876547619047603,15.139999999999992,134.92976190476182,1.6164285714285704,2.1052380952380942,56.89642857142854,25,27,7,57,3,2,57,Koonimedu,Rural,2023,3,28,1,52.0,86.0,124.0,90.0,70.85714285714286,92.26666666666667
2023-03-29,27.03380952380951,15.093333333333325,126.44523809523804,1.0144047619047611,0.8709523809523804,64.10714285714282,25,27,6,64,1,1,64,Koonimedu,Rural,2023,3,29,2,57.0,97.0,91.0,120.0,66.14285714285714,90.4
2023-03-30,18.711547619047607,10.441071428571425,98.23095238095232,0.967619047619047,0.7105952380952374,55.704761904761874,17,19,5,56,1,1,56,Koonimedu,Rural,2023,3,30,3,64.0,72.0,68.0,102.0,63.857142857142854,88.86666666666666
2023-03-31,24.55440476190475,14.441190476190467,137.25952380952373,3.336984126984125,5.479761904761902,62.6428571428571,24,25,7,63,7,4,63,Koonimedu,Rural,2023,3,31,4,56.0,109.0,75.0,112.0,57.285714285714285,87.23333333333333
2023-04-01,21.002023809523795,12.07511904761904,123.90238095238088,2.232142857142856,2.484999999999998,43.05119047619045,20,21,6,43,3,3,43,Koonimedu,Rural,2023,4,1,5,63.0,71.0,70.0,124.0,53.285714285714285,84.53333333333333
2023-04-02,35.493452380952355,21.43857142857141,215.6714285714285,3.790595238095236,4.551309523809521,104.99285714285708,36,35,11,107,6,5,107,Koonimedu,Rural,2023,4,2,6,43.0,38.0,74.0,118.0,63.142857142857146,84.16666666666667
2023-04-03,24.68154761904761,14.714166666666658,168.99761904761894,2.1511904761904748,3.0241666666666647,82.23690476190471,25,25,8,82,4,3,82,Koonimedu,Rural,2023,4,3,0,107.0,52.0,92.0,112.0,67.42857142857143,83.16666666666667
2023-04-04,28.12761904761903,16.98154761904761,171.31547619047606,4.142023809523807,6.9946428571428525,81.06547619047613,28,28,9,81,9,5,81,Koonimedu,Rural,2023,4,4,1,82.0,57.0,86.0,99.0,70.85714285714286,82.56666666666666
2023-04-05,19.9520238095238,11.674285714285707,146.21904761904753,2.415833333333332,3.339642857142856,60.8130952380952,19,20,7,61,4,3,61,Koonimedu,Rural,2023,4,5,2,81.0,64.0,97.0,104.0,70.42857142857143,81.13333333333334
2023-04-06,16.502857142857135,9.30369047619047,133.22976190476183,1.253809523809523,1.313928571428571,55.26071428571425,16,17,7,55,2,2,55,Koonimedu,Rural,2023,4,6,3,61.0,56.0,72.0,99.0,70.28571428571429,79.66666666666667
2023-04-07,13.866309523809514,7.447023809523805,119.3214285714285,1.2985714285714278,0.7241666666666662,45.22261904761902,12,14,6,45,1,2,45,Koonimedu,Rural,2023,4,7,4,55.0,63.0,109.0,92.0,67.71428571428571,78.1
2023-04-08,19.118571428571418,10.221309523809518,113.9571428571428,1.23095238095238,0.7633333333333329,61.19404761904758,17,19,6,61,1,2,61,Koonimedu,Rural,2023,4,8,5,45.0,43.0,71.0,95.0,70.28571428571429,76.96666666666667
2023-04-09,27.4795238095238,15.699642857142848,136.9809523809523,1.394404761904761,1.001428571428571,70.37142857142852,26,27,7,70,1,2,70,Koonimedu,Rural,2023,4,9,6,61.0,107.0,38.0,99.0,65.0,76.0
2023-04-10,34.147380952380935,20.08845238095237,147.9511904761904,1.8788095238095224,1.1654761904761897,66.24999999999996,33,34,7,66,1,2,66,Koonimedu,Rural,2023,4,10,0,70.0,82.0,52.0,98.0,62.714285714285715,74.93333333333334
2023-04-11,28.71738095238093,17.30297619047618,154.90952380952373,2.202023809523808,1.3598809523809514,63.26785714285711,29,29,8,63,2,3,63,Koonimedu,Rural,2023,4,11,1,66.0,81.0,57.0,98.0,60.142857142857146,73.76666666666667
2023-04-12,26.9592857142857,16.859166666666656,177.59761904761896,4.444999999999998,2.1835714285714274,55.96428571428569,28,27,9,56,3,6,56,Koonimedu,Rural,2023,4,12,2,63.0,61.0,64.0,120.0,59.42857142857143,71.63333333333334
2023-04-13,27.41559523809522,17.203809523809515,206.0011904761904,6.041190476190472,7.802738095238091,65.12857142857139,29,27,10,65,10,8,65,Koonimedu,Rural,2023,4,13,3,56.0,55.0,56.0,124.0,60.857142857142854,69.66666666666667
2023-04-14,30.03976190476189,18.577380952380945,190.3892857142856,4.668809523809521,4.376785714285711,78.07380952380947,31,30,10,78,5,6,78,Koonimedu,Rural,2023,4,14,4,65.0,45.0,63.0,91.0,65.57142857142857,69.23333333333333
2023-04-15,40.77976190476188,25.53547619047617,250.4285714285713,5.76865079365079,8.291309523809518,99.34047619047612,43,41,13,99,10,7,99,Koonimedu,Rural,2023,4,15,5,78.0,61.0,43.0,68.0,71.0,70.26666666666667
2023-04-16,50.26869047619044,31.92226190476189,275.08452380952366,4.786904761904759,10.913571428571425,117.24206349206342,53,50,14,125,14,6,125,Koonimedu,Rural,2023,4,16,6,99.0,70.0,107.0,75.0,78.85714285714286,71.93333333333334
2023-04-17,46.00404761904759,28.765714285714267,267.00952380952367,3.521309523809522,8.413293650793646,118.8261904761904,48,46,13,128,11,4,128,Koonimedu,Rural,2023,4,17,0,125.0,66.0,82.0,70.0,87.71428571428571,73.86666666666666
2023-04-18,36.72452380952379,22.64726190476189,207.167857142857,4.07285714285714,4.914642857142854,83.62857142857138,38,37,10,84,6,5,84,Koonimedu,Rural,2023,4,18,1,128.0,63.0,81.0,74.0,90.71428571428571,74.2
2023-04-19,31.009523809523795,18.648333333333323,215.81071428571417,5.11535714285714,7.658928571428567,91.27380952380946,31,31,11,91,10,6,91,Koonimedu,Rural,2023,4,19,2,84.0,56.0,61.0,92.0,95.71428571428571,74.16666666666667
2023-04-20,41.70690476190474,25.53226190476189,255.4440476190475,7.790357142857139,11.64023809523809,101.23095238095232,43,42,13,102,15,10,102,Koonimedu,Rural,2023,4,20,3,91.0,65.0,55.0,86.0,101.0,74.7
2023-04-21,35.93690476190474,21.441071428571416,230.64047619047605,6.740714285714282,11.191706349206342,91.5023809523809,36,36,12,92,14,8,92,Koonimedu,Rural,2023,4,21,4,102.0,78.0,45.0,97.0,103.0,74.53333333333333
2023-04-22,28.024404761904748,16.666309523809513,212.58095238095223,4.855595238095235,8.936071428571424,74.64999999999996,28,28,11,75,11,6,75,Koonimedu,Rural,2023,4,22,5,92.0,99.0,61.0,72.0,99.57142857142857,74.63333333333334
2023-04-23,29.47999999999998,17.640238095238086,237.14880952380932,2.5764285714285697,5.607142857142854,89.3523809523809,29,29,12,89,7,3,89,Koonimedu,Rural,2023,4,23,6,75.0,125.0,70.0,109.0,94.42857142857143,73.96666666666667
2023-04-24,25.27988095238094,14.87999999999999,190.78690476190465,2.467976190476189,5.14380952380952,64.63690476190472,25,25,10,65,6,3,65,Koonimedu,Rural,2023,4,24,0,89.0,128.0,66.0,71.0,85.42857142857143,73.76666666666667
