time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),pm2_5 (μg/m³)_subindex,pm10 (μg/m³)_subindex,carbon_monoxide (μg/m³)_subindex,ozone (μg/m³)_subindex,sulphur_dioxide (μg/m³)_subindex,nitrogen_dioxide (μg/m³)_subindex,AQI
2022-09-02 22:00:00,13.402857142857131,9.368571428571425,211.65714285714276,2.374285714285713,1.108571428571428,79.25714285714281,16,13,11,79,1,3,79
2022-09-02 23:00:00,11.334285714285707,7.91428571428571,206.6571428571428,2.768571428571427,1.242857142857142,75.19999999999996,13,11,10,75,2,3,75
2022-09-03 00:00:00,9.788571428571425,6.848571428571423,204.1142857142856,3.188571428571427,1.439999999999999,71.22857142857139,11,10,10,71,2,4,71
2022-09-03 01:00:00,8.774285714285709,6.162857142857138,205.3142857142856,3.4514285714285693,1.6514285714285704,69.88571428571424,10,9,10,70,2,4,70
2022-09-03 02:00:00,8.96571428571428,6.271428571428567,209.4285714285713,3.525714285714284,1.7742857142857134,73.3428571428571,10,9,10,73,2,4,73
2022-09-03 03:00:00,10.168571428571422,7.074285714285709,212.57142857142844,3.448571428571426,1.782857142857142,77.82857142857138,12,10,11,78,2,4,78
2022-09-03 04:00:00,11.651428571428566,8.108571428571423,213.74285714285705,2.9828571428571413,1.6342857142857137,85.42857142857137,14,12,11,85,2,4,85
2022-09-03 05:00:00,13.071428571428564,9.131428571428566,213.34285714285704,2.2085714285714277,1.3314285714285703,95.17142857142852,15,13,11,95,2,3,95
2022-09-03 06:00:00,14.214285714285706,9.917142857142853,214.1714285714285,1.5342857142857134,1.085714285714285,103.0571428571428,17,14,11,104,1,2,104
2022-09-03 07:00:00,16.09999999999999,11.257142857142853,216.57142857142844,1.1914285714285706,0.9571428571428564,106.34285714285708,19,16,11,109,1,1,109
2022-09-03 08:00:00,16.217142857142846,11.319999999999991,220.59999999999988,1.2085714285714275,0.9914285714285708,105.99999999999991,19,16,11,109,1,2,109
2022-09-03 09:00:00,15.317142857142848,10.691428571428563,225.57142857142844,1.4914285714285704,1.1514285714285708,105.08571428571422,18,15,11,107,1,2,107
2022-09-03 10:00:00,15.037142857142848,10.457142857142852,229.79999999999987,1.9657142857142844,1.4485714285714275,104.68571428571424,17,15,11,107,2,2,107
2022-09-03 11:00:00,15.19999999999999,10.591428571428564,239.77142857142843,2.862857142857141,1.859999999999999,101.02857142857135,18,15,12,102,2,4,102
2022-09-03 12:00:00,15.705714285714278,10.982857142857137,252.0571428571427,3.768571428571427,2.139999999999999,95.97142857142852,18,16,13,96,3,5,96
2022-09-03 13:00:00,16.82285714285713,11.79714285714285,264.0571428571427,4.5628571428571405,2.1914285714285704,91.22857142857136,20,17,13,91,3,6,91
2022-09-03 14:00:00,18.23142857142856,12.78571428571428,271.1714285714284,5.057142857142854,2.034285714285713,88.74285714285709,21,18,14,89,3,6,89
2022-09-03 15:00:00,17.45142857142856,12.21714285714285,274.542857142857,5.38285714285714,1.8828571428571417,86.51428571428566,20,17,14,87,2,7,87
2022-09-03 16:00:00,15.102857142857133,10.559999999999992,268.68571428571414,5.057142857142855,1.8342857142857127,87.17142857142852,18,15,13,87,2,6,87
2022-09-03 17:00:00,12.259999999999993,8.571428571428566,253.9714285714284,4.1828571428571415,1.7485714285714278,89.82857142857138,14,12,13,90,2,5,90
2022-09-03 18:00:00,10.262857142857138,7.182857142857138,238.6285714285713,3.3114285714285696,1.642857142857142,90.57142857142853,12,10,12,91,2,4,91
2022-09-03 19:00:00,9.411428571428566,6.5799999999999965,225.39999999999984,2.731428571428569,1.4828571428571422,88.42857142857139,11,9,11,88,2,3,88
2022-09-03 20:00:00,9.002857142857138,6.288571428571425,214.57142857142844,2.4171428571428555,1.2742857142857136,83.39999999999995,10,9,11,83,2,3,83
2022-09-03 21:00:00,8.339999999999995,5.811428571428568,204.5999999999999,2.1999999999999984,1.0428571428571425,77.68571428571424,10,8,10,78,1,3,78
2022-09-03 22:00:00,8.117142857142852,5.685714285714282,196.45714285714277,2.1399999999999983,0.8314285714285709,71.31428571428566,9,8,10,71,1,3,71
2022-09-03 23:00:00,7.891428571428567,5.517142857142854,198.77142857142843,2.63142857142857,0.928571428571428,66.17142857142852,9,8,10,66,1,3,66
2022-09-04 00:00:00,7.491428571428567,5.239999999999997,207.57142857142847,3.2342857142857127,1.1885714285714275,64.59999999999997,9,7,10,65,1,4,65
2022-09-04 01:00:00,7.405714285714282,5.122857142857139,219.28571428571416,3.6199999999999983,1.5514285714285705,68.65714285714282,9,7,11,69,2,5,69
2022-09-04 02:00:00,8.091428571428567,5.599999999999996,228.4285714285713,3.457142857142855,1.808571428571428,77.51428571428568,9,8,11,78,2,4,78
2022-09-04 03:00:00,9.06571428571428,6.274285714285711,236.88571428571413,3.242857142857141,1.9485714285714275,87.31428571428566,10,9,12,87,2,4,87
2022-09-04 04:00:00,10.89714285714285,7.537142857142853,240.34285714285696,2.722857142857141,1.8257142857142847,96.08571428571425,13,11,12,96,2,3,96
2022-09-04 05:00:00,13.422857142857136,9.231428571428568,238.8285714285713,2.025714285714284,1.4657142857142849,103.68571428571424,15,13,12,105,2,3,105
2022-09-04 06:00:00,15.679999999999993,10.739999999999997,236.4285714285713,1.4514285714285704,1.1514285714285708,109.0571428571428,18,16,12,113,1,2,113
2022-09-04 07:00:00,16.542857142857134,11.311428571428564,233.74285714285705,1.265714285714285,0.9914285714285708,110.1714285714285,19,17,12,115,1,2,115
2022-09-04 08:00:00,17.905714285714275,12.24857142857142,230.8285714285713,1.4342857142857133,0.9999999999999994,106.91428571428564,20,18,12,110,1,2,110
2022-09-04 09:00:00,19.68285714285713,13.49714285714285,228.34285714285696,1.7485714285714276,0.9742857142857138,103.42857142857136,22,20,11,105,1,2,105
2022-09-04 10:00:00,20.565714285714275,14.15714285714285,227.9142857142856,2.217142857142856,0.8742857142857137,100.82857142857137,24,21,11,101,1,3,101
2022-09-04 11:00:00,19.36571428571428,13.382857142857135,229.9142857142856,2.985714285714284,1.0542857142857136,99.08571428571422,22,19,11,99,1,4,99
2022-09-04 12:00:00,19.50285714285713,13.47714285714285,234.08571428571412,3.854285714285712,1.3371428571428563,96.99999999999994,22,20,12,97,2,5,97
2022-09-04 13:00:00,18.274285714285707,12.674285714285707,241.34285714285696,4.719999999999997,1.4342857142857135,93.6571428571428,21,18,12,94,2,6,94
2022-09-04 14:00:00,16.071428571428562,11.22571428571428,251.5142857142856,5.517142857142854,1.2257142857142849,88.91428571428565,19,16,13,89,2,7,89
2022-09-04 15:00:00,13.859999999999989,9.711428571428566,258.4571428571427,5.979999999999997,1.0828571428571423,85.59999999999994,16,14,13,86,1,7,86
2022-09-04 16:00:00,13.99714285714285,9.77428571428571,258.68571428571414,5.634285714285711,1.0257142857142851,85.91428571428565,16,14,13,86,1,7,86
2022-09-04 17:00:00,13.06857142857142,9.102857142857138,252.48571428571412,4.5314285714285685,0.9657142857142852,88.99999999999994,15,13,13,89,1,6,89
2022-09-04 18:00:00,11.80857142857142,8.231428571428566,245.77142857142843,3.437142857142855,0.9171428571428566,91.74285714285708,14,12,12,92,1,4,92
2022-09-04 19:00:00,11.191428571428563,7.799999999999995,239.65714285714276,2.6485714285714272,0.9171428571428566,93.08571428571425,13,11,12,93,1,3,93
2022-09-04 20:00:00,11.034285714285708,7.6857142857142815,234.8285714285713,2.1657142857142846,0.9828571428571424,93.17142857142852,13,11,12,93,1,3,93
2022-09-04 21:00:00,11.219999999999995,7.842857142857139,231.5142857142856,1.8599999999999988,0.9828571428571424,91.6571428571428,13,11,12,92,1,2,92
2022-09-04 22:00:00,11.534285714285708,8.059999999999995,230.39999999999984,1.874285714285713,0.908571428571428,87.99999999999994,13,12,12,88,1,2,88
2022-09-04 23:00:00,11.251428571428566,7.862857142857138,233.19999999999987,2.217142857142856,0.9428571428571424,83.25714285714281,13,11,12,83,1,3,83
2022-09-05 00:00:00,10.654285714285708,7.399999999999995,236.7142857142856,2.6485714285714272,1.048571428571428,78.99999999999996,12,11,12,79,1,3,79
2022-09-05 01:00:00,10.911428571428564,7.579999999999995,239.5142857142856,3.2942857142857123,1.1171428571428563,74.65714285714282,13,11,12,75,1,4,75
2022-09-05 02:00:00,12.134285714285706,8.408571428571424,240.1714285714284,4.099999999999998,1.0999999999999994,69.91428571428568,14,12,12,70,1,5,70
2022-09-05 03:00:00,13.539999999999994,9.379999999999994,239.57142857142844,4.579999999999997,1.0999999999999994,67.68571428571425,16,14,12,68,1,6,68
2022-09-05 04:00:00,13.81714285714285,9.59714285714285,236.08571428571412,4.35142857142857,1.0999999999999994,69.57142857142853,16,14,12,70,1,5,70
2022-09-05 05:00:00,12.659999999999991,8.848571428571423,229.742857142857,3.5485714285714267,1.108571428571428,75.51428571428568,15,13,11,76,1,4,76
2022-09-05 06:00:00,10.614285714285709,7.414285714285709,223.4285714285713,2.7942857142857127,1.0914285714285707,82.48571428571424,12,11,11,82,1,3,82
2022-09-05 07:00:00,8.979999999999993,6.265714285714282,218.99999999999983,2.2485714285714278,0.9914285714285708,88.99999999999994,10,9,11,89,1,3,89
2022-09-05 08:00:00,8.291428571428565,5.745714285714281,216.57142857142844,1.999999999999999,0.7914285714285709,94.59999999999997,10,8,11,95,1,2,95
2022-09-05 09:00:00,9.522857142857138,6.605714285714281,216.59999999999988,2.034285714285713,0.6257142857142852,98.14285714285708,11,10,11,98,1,3,98
2022-09-05 10:00:00,10.419999999999993,7.219999999999995,219.65714285714276,2.4999999999999982,0.591428571428571,98.08571428571425,12,10,11,98,1,3,98
2022-09-05 11:00:00,12.008571428571422,8.354285714285709,227.4571428571427,3.3599999999999977,0.7257142857142853,95.2571428571428,14,12,11,95,1,4,95
2022-09-05 12:00:00,13.968571428571424,9.734285714285708,232.59999999999985,4.045714285714284,0.8657142857142852,93.17142857142852,16,14,12,93,1,5,93
2022-09-05 13:00:00,14.999999999999991,10.477142857142852,232.19999999999987,4.394285714285712,0.908571428571428,91.82857142857138,17,15,12,92,1,5,92
2022-09-05 14:00:00,12.934285714285709,9.022857142857138,225.39999999999984,4.508571428571425,0.7742857142857138,89.82857142857138,15,13,11,90,1,6,90
2022-09-05 15:00:00,10.894285714285708,7.602857142857139,218.59999999999985,4.531428571428569,0.6428571428571423,87.25714285714281,13,11,11,87,1,6,87
2022-09-05 16:00:00,10.082857142857137,7.039999999999995,211.9999999999999,4.385714285714283,0.5828571428571425,84.99999999999994,12,10,11,85,1,5,85
2022-09-05 17:00:00,9.497142857142851,6.682857142857139,205.48571428571412,4.014285714285712,0.5999999999999996,82.7428571428571,11,9,10,83,1,5,83
2022-09-05 18:00:00,8.557142857142852,6.014285714285711,198.5999999999999,3.5514285714285694,0.5828571428571425,80.17142857142852,10,9,10,80,1,4,80
2022-09-05 19:00:00,7.857142857142852,5.514285714285711,191.57142857142844,2.9914285714285698,0.6428571428571423,78.17142857142852,9,8,10,78,1,4,78
2022-09-05 20:00:00,7.325714285714281,5.094285714285711,184.9142857142856,2.4657142857142844,0.7742857142857138,76.65714285714282,8,7,9,77,1,3,77
2022-09-05 21:00:00,6.582857142857138,4.608571428571425,179.42857142857133,2.0599999999999987,0.891428571428571,75.17142857142852,8,7,9,75,1,3,75
2022-09-05 22:00:00,6.07428571428571,4.26285714285714,176.48571428571418,1.8485714285714276,0.908571428571428,74.77142857142853,7,6,9,75,1,2,75
2022-09-05 23:00:00,6.488571428571424,4.5314285714285685,178.45714285714274,1.9771428571428555,0.891428571428571,71.94285714285711,8,6,9,72,1,2,72
2022-09-06 00:00:00,7.071428571428568,4.931428571428569,181.28571428571416,2.222857142857141,0.9171428571428566,67.97142857142853,8,7,9,68,1,3,68
2022-09-06 01:00:00,7.245714285714281,5.068571428571426,182.5142857142856,2.55142857142857,0.9914285714285708,64.05714285714282,8,7,9,64,1,3,64
2022-09-06 02:00:00,7.102857142857138,4.988571428571426,181.08571428571415,2.782857142857141,1.1171428571428563,63.085714285714246,8,7,9,63,1,3,63
2022-09-06 03:00:00,7.237142857142851,5.085714285714283,180.9999999999999,2.8828571428571417,1.1742857142857137,63.34285714285711,8,7,9,63,1,4,63
2022-09-06 04:00:00,8.30571428571428,5.837142857142854,181.9999999999999,2.69142857142857,1.0914285714285707,66.91428571428568,10,8,9,67,1,3,67
2022-09-06 05:00:00,10.01714285714285,7.011428571428568,184.25714285714275,2.308571428571427,0.9171428571428566,73.25714285714281,12,10,9,73,1,3,73
2022-09-06 06:00:00,11.37714285714285,7.951428571428567,186.48571428571412,1.8999999999999988,0.8085714285714282,79.48571428571424,13,11,9,79,1,2,79
2022-09-06 07:00:00,12.008571428571422,8.408571428571424,188.25714285714275,1.5914285714285703,0.7828571428571424,84.25714285714281,14,12,9,84,1,2,84
2022-09-06 08:00:00,12.434285714285709,8.72571428571428,189.9999999999999,1.5171428571428562,0.8257142857142853,86.99999999999994,15,12,9,87,1,2,87
2022-09-06 09:00:00,12.16857142857142,8.519999999999994,192.9999999999999,1.7999999999999987,0.8742857142857139,87.82857142857138,14,12,10,88,1,2,88
2022-09-06 10:00:00,11.731428571428564,8.188571428571423,196.14285714285705,2.4314285714285697,0.908571428571428,86.42857142857139,14,12,10,86,1,3,86
2022-09-06 11:00:00,11.814285714285708,8.21428571428571,203.97142857142848,3.865714285714283,0.8999999999999995,80.62857142857138,14,12,10,81,1,5,81
2022-09-06 12:00:00,13.545714285714276,9.43428571428571,216.19999999999987,5.565714285714282,0.908571428571428,73.71428571428567,16,14,11,74,1,7,74
2022-09-06 13:00:00,14.88857142857142,10.394285714285708,233.2857142857141,7.3142857142857105,0.8742857142857139,67.14285714285711,17,15,12,67,1,9,67
2022-09-06 14:00:00,15.222857142857134,10.659999999999997,252.77142857142843,8.83428571428571,0.8428571428571425,61.74285714285711,18,15,13,62,1,11,62
2022-09-06 15:00:00,13.322857142857137,9.328571428571422,268.59999999999985,9.902857142857137,0.7399999999999995,56.685714285714255,16,13,13,57,1,12,57
2022-09-06 16:00:00,11.68571428571428,8.188571428571425,274.0285714285713,9.768571428571423,0.6685714285714282,54.99999999999997,14,12,14,55,1,12,55
2022-09-06 17:00:00,10.997142857142851,7.714285714285709,269.4857142857141,8.539999999999996,0.5399999999999996,55.74285714285711,13,11,13,56,1,11,56
2022-09-06 18:00:00,11.459999999999994,8.045714285714281,262.77142857142843,7.102857142857139,0.4257142857142854,55.91428571428568,13,11,13,56,1,9,56
2022-09-06 19:00:00,11.614285714285709,8.128571428571423,254.74285714285705,5.799999999999996,0.3171428571428569,55.171428571428535,14,12,13,55,0,7,55
2022-09-06 20:00:00,11.488571428571422,8.057142857142853,245.3142857142856,4.579999999999997,0.2657142857142855,53.8285714285714,13,11,12,54,0,6,54
2022-09-06 21:00:00,11.071428571428566,7.779999999999995,236.1142857142856,3.5371428571428547,0.2257142857142856,51.99999999999997,13,11,12,52,0,4,52
2022-09-06 22:00:00,10.42571428571428,7.317142857142852,228.45714285714277,2.888571428571426,0.1742857142857141,50.85714285714283,12,10,11,51,0,4,51
2022-09-06 23:00:00,11.585714285714278,8.114285714285709,230.3714285714284,3.3342857142857123,0.2342857142857141,45.99999999999997,14,12,12,46,0,4,46
2022-09-07 00:00:00,13.242857142857137,9.257142857142853,231.28571428571416,3.7885714285714265,0.374285714285714,43.4285714285714,15,13,12,43,0,5,43
2022-09-07 01:00:00,13.562857142857132,9.437142857142852,223.1142857142856,3.637142857142856,0.6257142857142852,48.2285714285714,16,14,11,48,1,5,48
2022-09-07 02:00:00,12.457142857142848,8.562857142857139,200.05714285714276,2.548571428571427,0.8999999999999996,62.42857142857139,14,12,10,62,1,3,62
2022-09-07 03:00:00,11.768571428571422,8.071428571428566,179.14285714285705,1.7028571428571415,1.0657142857142852,72.62857142857139,13,12,9,73,1,2,73
2022-09-07 04:00:00,11.488571428571422,7.902857142857139,164.14285714285705,1.1485714285714277,1.008571428571428,75.17142857142852,13,11,8,75,1,1,75
2022-09-07 05:00:00,11.257142857142853,7.782857142857138,154.65714285714276,0.9171428571428566,0.7914285714285709,70.91428571428567,13,11,8,71,1,1,71
2022-09-07 06:00:00,10.759999999999994,7.411428571428567,147.5999999999999,0.7914285714285709,0.6342857142857138,66.77142857142853,12,11,7,67,1,1,67
2022-09-07 07:00:00,10.182857142857138,7.0485714285714245,144.74285714285708,0.7914285714285709,0.5828571428571425,64.65714285714282,12,10,7,65,1,1,65
2022-09-07 08:00:00,10.368571428571425,7.17428571428571,146.1714285714285,0.8999999999999994,0.5999999999999996,63.91428571428568,12,10,7,64,1,1,64
2022-09-07 09:00:00,10.874285714285708,7.537142857142853,149.6571428571428,1.2342857142857135,0.5999999999999996,63.171428571428535,13,11,7,63,1,2,63
2022-09-07 10:00:00,10.919999999999993,7.551428571428567,154.9999999999999,1.6885714285714273,0.5999999999999996,63.08571428571425,13,11,8,63,1,2,63
2022-09-07 11:00:00,11.339999999999993,7.871428571428567,163.7714285714285,2.648571428571427,0.5999999999999996,62.657142857142816,13,11,8,63,1,3,63
2022-09-07 12:00:00,12.494285714285706,8.65428571428571,174.8857142857142,3.74285714285714,0.5999999999999996,61.34285714285711,14,12,9,61,1,5,61
2022-09-07 13:00:00,13.23714285714285,9.21428571428571,187.7714285714285,4.8285714285714265,0.5999999999999996,58.65714285714282,15,13,9,59,1,6,59
2022-09-07 14:00:00,13.742857142857137,9.597142857142853,202.85714285714272,5.608571428571425,0.5999999999999996,55.08571428571425,16,14,10,55,1,7,55
2022-09-07 15:00:00,14.594285714285707,10.171428571428567,216.28571428571416,6.231428571428567,0.5999999999999996,51.08571428571426,17,15,11,51,1,8,51
2022-09-07 16:00:00,15.871428571428565,11.03714285714285,222.34285714285704,6.317142857142853,0.6085714285714282,48.08571428571425,18,16,11,48,1,8,48
2022-09-07 17:00:00,16.351428571428563,11.411428571428566,221.25714285714272,5.891428571428569,0.5828571428571425,45.74285714285712,19,16,11,46,1,7,46
2022-09-07 18:00:00,16.18857142857142,11.32857142857142,217.9142857142856,5.225714285714283,0.5085714285714282,44.25714285714283,19,16,11,44,1,7,44
2022-09-07 19:00:00,15.07714285714285,10.554285714285706,212.9999999999999,4.365714285714283,0.3914285714285712,43.99999999999997,18,15,11,44,0,5,44
2022-09-07 20:00:00,13.879999999999992,9.719999999999992,206.48571428571412,3.357142857142855,0.3171428571428569,45.25714285714283,16,14,10,45,0,4,45
2022-09-07 21:00:00,12.991428571428564,9.082857142857138,201.942857142857,2.611428571428569,0.2999999999999998,45.31428571428569,15,13,10,45,0,3,45
2022-09-07 22:00:00,12.822857142857137,8.982857142857137,201.9999999999999,2.4999999999999987,0.2657142857142855,43.08571428571426,15,13,10,43,0,3,43
2022-09-07 23:00:00,13.482857142857137,9.44571428571428,206.1714285714285,2.908571428571427,0.2257142857142855,39.82857142857141,16,13,10,40,0,4,40
2022-09-08 00:00:00,14.522857142857134,10.199999999999994,208.14285714285705,3.1142857142857125,0.3257142857142854,40.68571428571426,17,15,10,41,0,4,41
2022-09-08 01:00:00,13.934285714285704,9.754285714285707,204.9999999999999,2.817142857142856,0.5657142857142854,48.08571428571426,16,14,10,48,1,4,48
2022-09-08 02:00:00,11.662857142857137,8.159999999999995,197.8285714285713,2.074285714285713,0.8257142857142852,61.51428571428568,14,12,10,62,1,3,62
2022-09-08 03:00:00,9.56571428571428,6.657142857142852,192.94285714285704,1.359999999999999,0.9742857142857138,73.62857142857138,11,10,10,74,1,2,74
2022-09-08 04:00:00,9.328571428571422,6.494285714285711,192.57142857142844,0.8914285714285708,1.017142857142857,80.17142857142852,11,9,10,80,1,1,80
2022-09-08 05:00:00,9.728571428571422,6.797142857142854,196.4285714285713,0.6999999999999995,0.8485714285714281,82.42857142857139,11,10,10,82,1,1,82
2022-09-08 06:00:00,10.12571428571428,7.082857142857138,200.39999999999984,0.5742857142857138,0.6685714285714282,84.99999999999994,12,10,10,85,1,1,85
