date,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),pm2_5 (μg/m³)_subindex,pm10 (μg/m³)_subindex,carbon_monoxide (μg/m³)_subindex,ozone (μg/m³)_subindex,sulphur_dioxide (μg/m³)_subindex,nitrogen_dioxide (μg/m³)_subindex,AQI
2022-12-07,101.13333333333334,69.17142857142856,363.4583333333333,3.4250000000000003,16.9375,115.33333333333333,131.0,101,18,123,21,4,131.0
2022-12-08,59.65263157894737,41.55789473684211,286.6666666666667,3.85,12.950000000000001,106.79166666666667,69.0,60,14,110,16,5,110.0
2022-12-09,36.88333333333333,25.525000000000002,236.83333333333334,5.134782608695652,15.683333333333332,96.66666666666667,43.0,37,12,97,20,6,97.0
2022-12-10,41.079166666666666,28.412499999999998,285.5833333333333,4.068421052631579,16.152380952380952,99.04166666666667,47.0,41,14,99,20,5,99.0
2022-12-11,45.324999999999996,31.266666666666666,311.04545454545456,4.44375,16.4,87.70833333333333,52.0,45,16,88,20,6,88.0
2022-12-12,42.68333333333334,28.933333333333334,289.0833333333333,3.85,9.1625,83.25,48.0,43,14,83,11,5,83.0
2022-12-13,14.216666666666667,9.7375,153.70833333333334,1.3416666666666668,2.4041666666666663,54.958333333333336,16.0,14,8,55,3,2,55.0
2022-12-14,1.2208333333333334,0.8666666666666667,59.958333333333336,0.0,0.6749999999999999,28.541666666666668,1.0,1,3,29,1,0,29.0
2022-12-15,1.6125,1.125,63.0,0.0,0.23333333333333336,35.0,2.0,2,3,35,0,0,35.0
2022-12-16,37.4625,25.525000000000002,262.0833333333333,6.395833333333333,5.716666666666666,74.45833333333333,43.0,37,13,74,7,8,74.0
2022-12-17,43.0875,29.579166666666666,251.125,4.7,9.545833333333333,84.0,49.0,43,13,84,12,6,84.0
2022-12-18,39.025,27.1375,248.625,4.8125,11.408333333333333,93.375,45.0,39,12,93,14,6,93.0
2022-12-19,34.84166666666667,24.28333333333333,241.75,5.170833333333333,10.583333333333334,91.83333333333333,40.0,35,12,92,13,6,92.0
2022-12-20,35.3375,24.679166666666664,245.29166666666666,5.808333333333334,12.954166666666666,89.45833333333333,41.0,35,12,89,16,7,89.0
2022-12-21,54.14166666666667,37.733333333333334,331.25,6.561111111111111,16.027272727272727,95.41666666666667,63.0,54,17,95,20,8,95.0
2022-12-22,70.79166666666667,49.1875,379.1578947368421,6.2700000000000005,16.655555555555555,90.91666666666667,82.0,71,19,91,21,8,91.0
2022-12-23,62.94583333333333,43.67083333333333,401.8636363636364,6.341666666666668,22.975,97.375,73.0,63,20,97,29,8,97.0
2022-12-24,46.854166666666664,32.46666666666667,317.0416666666667,7.133333333333334,12.97142857142857,94.70833333333333,54.0,47,16,95,16,9,95.0
2022-12-25,49.074999999999996,34.09583333333333,376.7916666666667,7.086666666666667,16.34705882352941,90.04166666666667,57.0,49,19,90,20,9,90.0
2022-12-26,63.46666666666667,44.06666666666666,394.1111111111111,7.633333333333334,18.8375,94.29166666666667,73.0,63,20,94,24,10,94.0
2022-12-27,59.487500000000004,41.137499999999996,411.7083333333333,7.211764705882353,18.54705882352941,93.5,69.0,59,21,94,23,9,94.0
2022-12-28,51.04583333333334,35.4,354.1666666666667,6.405263157894737,10.608333333333333,90.16666666666667,59.0,51,18,90,13,8,90.0
2022-12-29,54.025,37.5625,368.1666666666667,6.65,13.764285714285714,94.5,63.0,54,18,94,17,8,94.0
