date,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),pm2_5 (μg/m³)_subindex,pm10 (μg/m³)_subindex,carbon_monoxide (μg/m³)_subindex,ozone (μg/m³)_subindex,sulphur_dioxide (μg/m³)_subindex,nitrogen_dioxide (μg/m³)_subindex,AQI
2022-09-01,16.270833333333332,11.308333333333332,200.04166666666666,3.4499999999999997,1.0458333333333334,73.04166666666667,19.0,16,10,73,1.0,4,73.0
2022-09-02,18.091666666666665,12.608333333333334,203.29166666666666,2.8333333333333335,1.0666666666666667,85.875,21.0,18,10,86,1.0,4,86.0
2022-09-03,12.620833333333332,8.820833333333333,227.70833333333334,3.016666666666667,1.5041666666666667,88.125,15.0,13,11,88,2.0,4,88.0
2022-09-04,13.708333333333334,9.491666666666667,236.33333333333334,3.0833333333333335,1.1916666666666667,92.0,16.0,14,12,92,1.0,4,92.0
2022-09-05,10.354166666666666,7.216666666666666,215.83333333333334,3.2583333333333333,0.8541666666666666,82.58333333333333,12.0,10,11,83,1.0,4,83.0
2022-09-06,11.054166666666667,7.7375,217.5,4.395833333333333,0.7291666666666666,66.20833333333333,13.0,11,11,66,1.0,5,66.0
2022-09-07,12.887500000000001,8.9625,188.95833333333334,3.15,0.5833333333333334,55.708333333333336,15.0,13,9,56,1.0,4,56.0
2022-09-08,13.258333333333333,9.262500000000001,216.16666666666666,2.0083333333333333,0.5125000000000001,71.08333333333333,15.0,13,11,71,1.0,3,71.0
2022-09-09,17.254166666666666,12.045833333333334,215.91666666666666,2.2333333333333334,0.9916666666666667,80.29166666666667,20.0,17,11,80,1.0,3,80.0
2022-09-10,13.700000000000001,9.570833333333333,232.125,2.0541666666666667,0.9583333333333334,81.33333333333333,16.0,14,12,81,1.0,3,81.0
2022-09-11,10.558333333333334,7.3374999999999995,219.91666666666666,2.8375000000000004,0.9041666666666667,70.33333333333333,12.0,11,11,70,1.0,4,70.0
2022-09-12,7.891666666666667,5.479166666666667,144.54166666666666,2.670833333333333,0.8041666666666667,52.875,9.0,8,7,53,1.0,3,53.0
2022-09-13,7.7625,5.433333333333334,150.83333333333334,3.4458333333333333,0.8291666666666666,46.5,9.0,8,8,46,1.0,4,46.0
2022-09-14,9.716666666666667,6.7625,162.45833333333334,2.716666666666667,1.0041666666666667,65.375,11.0,10,8,65,1.0,3,65.0
2022-09-15,10.170833333333333,7.104166666666667,202.16666666666666,3.404166666666667,1.0208333333333333,70.29166666666667,12.0,10,10,70,1.0,4,70.0
2022-09-16,14.112499999999999,9.8125,221.875,3.204166666666667,1.1791666666666667,81.66666666666667,16.0,14,11,82,1.0,4,82.0
2022-09-17,17.708333333333332,12.283333333333333,245.04166666666666,3.079166666666667,1.2166666666666666,85.58333333333333,20.0,18,12,86,2.0,4,86.0
2022-09-18,17.570833333333333,12.241666666666667,250.41666666666666,3.3375,0.9541666666666666,85.5,20.0,18,13,86,1.0,4,86.0
2022-09-19,11.875,8.299999999999999,205.875,3.3166666666666664,0.6749999999999999,70.25,14.0,12,10,70,1.0,4,70.0
2022-09-20,12.445833333333333,8.549999999999999,183.33333333333334,2.85,0.8416666666666667,69.625,14.0,12,9,70,1.0,4,70.0
2022-09-21,11.8375,8.145833333333334,179.625,2.829166666666667,0.6458333333333334,73.5,14.0,12,9,74,1.0,4,74.0
2022-09-22,14.9625,10.1875,184.20833333333334,2.8666666666666667,0.6416666666666667,76.5,17.0,15,9,76,1.0,4,76.0
2022-09-23,14.3375,9.870833333333334,187.375,3.1333333333333333,0.6541666666666667,71.16666666666667,16.0,14,9,71,1.0,4,71.0
2022-09-24,17.1875,11.875,202.29166666666666,3.9333333333333336,0.5375,65.29166666666667,20.0,17,10,65,1.0,5,65.0
2022-09-25,17.379166666666666,12.045833333333334,222.16666666666666,4.283333333333333,0.5375,65.70833333333333,20.0,17,11,66,1.0,5,66.0
2022-09-26,17.591666666666665,12.120833333333332,229.625,4.208333333333333,0.9125,70.04166666666667,20.0,18,11,70,1.0,5,70.0
2022-09-27,16.087500000000002,11.15,239.83333333333334,3.2083333333333335,0.5208333333333334,76.75,19.0,16,12,77,1.0,4,77.0
2022-09-28,16.429166666666667,11.4625,272.8333333333333,3.2809523809523813,0.625,75.08333333333333,19.0,16,14,75,1.0,4,75.0
2022-09-29,16.129166666666666,11.270833333333334,258.7916666666667,3.0749999999999997,0.5750000000000001,78.5,19.0,16,13,78,1.0,4,78.0
2022-09-30,17.083333333333332,11.945833333333333,277.2916666666667,3.3318181818181816,0.7958333333333334,71.70833333333333,20.0,17,14,72,1.0,4,72.0
2022-10-01,14.816666666666668,10.345833333333333,267.4583333333333,3.4583333333333335,0.6958333333333333,70.41666666666667,17.0,15,13,70,1.0,4,70.0
2022-10-02,17.416666666666668,12.1625,262.5833333333333,2.879166666666667,0.8666666666666667,73.75,20.0,17,13,74,1.0,4,74.0
2022-10-03,14.9,10.433333333333334,293.1666666666667,4.645833333333333,1.0416666666666667,57.375,17.0,15,15,57,1.0,6,57.0
2022-10-04,15.354166666666666,10.595833333333333,209.875,4.604761904761905,0.8500000000000001,46.625,18.0,15,10,47,1.0,6,47.0
2022-10-05,18.533333333333335,12.654166666666667,178.95833333333334,3.525,1.1458333333333333,56.791666666666664,21.0,19,9,57,1.0,4,57.0
2022-10-06,16.912499999999998,11.745833333333332,196.20833333333334,3.470833333333333,0.8083333333333332,68.08333333333333,20.0,17,10,68,1.0,4,68.0
2022-10-07,17.7375,12.299999999999999,205.54166666666666,4.319047619047619,0.6833333333333335,45.0,20.0,18,10,45,1.0,5,45.0
2022-10-08,19.5125,13.566666666666668,199.0,3.5208333333333335,1.0333333333333334,70.16666666666667,23.0,20,10,70,1.0,4,70.0
2022-10-09,20.579166666666666,14.299999999999999,215.54166666666666,3.704166666666667,2.3583333333333334,77.45833333333333,24.0,21,11,77,3.0,5,77.0
2022-10-10,16.595833333333335,11.575000000000001,214.33333333333334,2.8958333333333335,1.6125,80.54166666666667,19.0,17,11,81,2.0,4,81.0
2022-10-11,12.991666666666667,9.066666666666666,183.875,3.3625000000000003,1.2583333333333333,70.41666666666667,15.0,13,9,70,2.0,4,70.0
2022-10-12,15.4,10.7125,178.875,3.720833333333333,1.0958333333333334,66.58333333333333,18.0,15,9,67,1.0,5,67.0
2022-10-13,15.375,10.700000000000001,174.83333333333334,3.454166666666667,0.7416666666666667,65.5,18.0,15,9,66,1.0,4,66.0
2022-10-14,22.775000000000002,15.870833333333332,228.54166666666666,3.923809523809524,1.1624999999999999,69.91666666666667,26.0,23,11,70,1.0,5,70.0
2022-10-15,27.825,19.391666666666666,254.91666666666666,3.6136363636363638,1.3958333333333333,85.04166666666667,32.0,28,13,85,2.0,5,85.0
2022-10-16,21.84166666666667,15.262500000000001,244.33333333333334,3.289473684210526,1.4291666666666665,79.875,25.0,22,12,80,2.0,4,80.0
2022-10-17,25.054166666666664,17.491666666666667,275.5416666666667,3.1411764705882352,1.3625,74.08333333333333,29.0,25,14,74,2.0,4,74.0
2022-10-18,19.849999999999998,13.883333333333333,223.875,3.733333333333333,0.7791666666666667,73.45833333333333,23.0,20,11,73,1.0,5,73.0
2022-10-19,17.658333333333335,12.3375,197.0,3.1916666666666664,0.4875,72.04166666666667,21.0,18,10,72,1.0,4,72.0
