time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³)
2022-09-01T00:00,104.14571428571423,65.89999999999996,1206.114285714285,63.56571428571425,36.562857142857126,4.11428571428571
2022-09-01T01:00,93.53999999999996,59.07999999999997,1122.9999999999993,59.851428571428535,33.751428571428555,9.971428571428564
2022-09-01T02:00,80.61142857142852,49.63714285714282,959.5428571428566,52.285714285714256,28.625714285714267,23.199999999999985
2022-09-01T03:00,73.78857142857139,43.13714285714283,782.5714285714282,43.27428571428569,24.425714285714275,42.14285714285712
2022-09-01T04:00,67.21999999999996,36.4285714285714,616.7714285714283,33.54285714285712,22.671428571428557,67.77142857142854
2022-09-01T05:00,64.13999999999996,33.19142857142855,465.0285714285711,23.54571428571427,22.999999999999986,98.28571428571422
2022-09-01T06:00,61.82285714285711,30.759999999999984,336.1999999999998,15.074285714285704,22.7942857142857,123.91428571428564
2022-09-01T07:00,60.59428571428568,29.07714285714284,262.2857142857141,10.06857142857142,21.39142857142856,137.62857142857135
2022-09-01T08:00,59.6685714285714,27.508571428571415,250.37142857142842,9.39714285714285,19.225714285714275,138.39999999999992
2022-09-01T09:00,59.53428571428569,26.10571428571427,248.37142857142842,12.26857142857142,17.61142857142856,132.34285714285707
2022-09-01T10:00,58.27714285714282,23.791428571428554,225.71428571428555,19.954285714285703,12.265714285714273,115.59999999999994
2022-09-01T11:00,59.64285714285711,25.679999999999986,285.2285714285713,29.702857142857127,30.948571428571405,100.79999999999993
2022-09-01T12:00,65.89714285714281,32.605714285714264,426.9428571428569,37.61142857142855,67.05714285714282,90.17142857142852
2022-09-01T13:00,84.01142857142851,46.97999999999997,620.5999999999997,43.434285714285686,74.93714285714282,79.99999999999996
2022-09-01T14:00,112.55428571428565,66.51142857142854,812.5714285714281,49.95142857142854,64.90571428571425,59.97142857142854
2022-09-01T15:00,143.22571428571422,87.71999999999996,1003.1142857142852,55.51714285714282,56.685714285714255,42.228571428571406
2022-09-01T16:00,159.4142857142856,99.47428571428566,1119.371428571428,57.05999999999997,63.463809523809495,32.65714285714284
2022-09-01T17:00,165.68285714285702,104.11428571428564,1175.314285714285,55.542857142857116,53.95619047619044,29.571428571428555
2022-09-01T18:00,172.5342857142856,108.92285714285708,1241.1428571428564,55.7628571428571,62.98476190476187,24.657142857142844
2022-09-01T19:00,183.52285714285705,116.9714285714285,1319.8285714285707,59.29142857142853,72.19428571428568,17.342857142857135
2022-09-01T20:00,192.3857142857142,123.68571428571421,1407.0285714285706,65.26571428571425,81.55523809523805,8.31428571428571
2022-09-01T21:00,198.1342857142856,128.1257142857142,1485.8285714285707,69.20285714285711,77.627619047619,0.9428571428571413
2022-09-01T22:00,210.282857142857,136.5399999999999,1594.057142857142,69.67428571428567,75.08571428571425,-3.9428571428571426
2022-09-01T23:00,180.44285714285706,117.47999999999993,1432.9428571428564,63.32285714285711,79.76571428571424,-2.628571428571429
2022-09-02T00:00,129.79714285714277,84.3371428571428,1140.1999999999994,54.91714285714283,85.67999999999995,2.7999999999999967
2022-09-02T01:00,88.20571428571422,57.12571428571425,855.6571428571423,46.24285714285711,79.11714285714282,11.999999999999991
2022-09-02T02:00,82.90285714285709,53.21714285714283,745.5142857142853,38.47142857142855,60.437142857142824,25.942857142857125
2022-09-02T03:00,72.89999999999995,45.345714285714266,594.6857142857139,29.771428571428547,45.64285714285712,47.31428571428569
2022-09-02T04:00,67.09142857142852,39.2485714285714,485.2571428571425,22.8142857142857,38.019999999999975,75.59999999999995
2022-09-02T05:00,68.00571428571425,37.637142857142834,418.6571428571426,18.162857142857128,37.911428571428544,109.71428571428565
2022-09-02T06:00,67.87428571428568,36.45142857142855,376.48571428571404,16.054285714285705,41.482857142857114,138.39999999999992
2022-09-02T07:00,67.20857142857139,36.122857142857114,374.6285714285712,17.751428571428562,49.29999999999997,153.62857142857135
2022-09-02T08:00,69.0085714285714,37.93142857142855,414.25714285714264,23.579999999999988,61.63999999999996,154.4857142857142
2022-09-02T09:00,71.47999999999996,39.79428571428569,459.48571428571404,30.74857142857141,74.21142857142853,149.51428571428562
2022-09-02T10:00,71.42285714285711,39.43142857142855,498.9999999999997,37.834285714285684,89.93714285714282,138.34285714285707
2022-09-02T11:00,66.45999999999997,36.26285714285712,468.8285714285711,45.75999999999997,72.33714285714282,116.82857142857137
2022-09-02T12:00,65.73999999999995,36.95428571428569,578.1142857142852,53.051428571428545,45.60285714285711,93.62857142857136
2022-09-02T13:00,75.41428571428565,44.87428571428568,978.2285714285707,58.52857142857139,31.428571428571402,73.8571428571428
2022-09-02T14:00,96.6171428571428,59.41714285714282,1894.3142857142848,62.75714285714282,52.262857142857115,56.88571428571425
2022-09-02T15:00,122.34285714285707,76.40857142857139,2193.142857142856,67.39428571428569,71.75714285714281,39.142857142857125
2022-09-02T16:00,149.5514285714285,94.55999999999995,2032.2666666666655,70.48857142857139,79.77999999999997,27.314285714285695
2022-09-02T17:00,171.70857142857133,109.41999999999994,1783.0666666666657,71.94285714285711,66.87333333333329,20.657142857142844
2022-09-02T18:00,182.99142857142846,116.83142857142852,2182.02857142857,72.61428571428567,55.598095238095205,14.171428571428564
2022-09-02T19:00,180.66285714285704,115.74285714285708,2415.3809523809505,72.29428571428568,66.98571428571424,9.171428571428565
2022-09-02T20:00,165.1457142857142,106.2714285714285,2568.0952380952363,70.73714285714281,76.64571428571423,5.657142857142853
