time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³)
2022-09-01T00:00,18.347836734693857,12.764489795918351,217.5722448979589,2.1997551020408137,1.5200816326530593,75.00244897959175
2022-09-01T01:00,16.28032653061223,11.337714285714274,211.67918367346914,2.236244897959181,1.6350204081632633,74.63020408163257
2022-09-01T02:00,13.810040816326515,9.593795918367336,200.83346938775483,2.2659591836734667,1.7995102040816306,74.39918367346931
2022-09-01T03:00,12.847999999999985,8.869061224489784,189.09224489795895,2.1914285714285686,1.827999999999998,75.0661224489795
2022-09-01T04:00,12.771183673469373,8.811020408163255,179.441632653061,1.982612244897957,1.5914285714285699,76.8261224489795
2022-09-01T05:00,12.872734693877536,8.93689795918366,172.6399999999998,1.709795918367345,1.220571428571427,79.22040816326522
2022-09-01T06:00,13.662612244897943,9.51951020408162,169.99183673469366,1.5119999999999982,0.9421224489795907,81.7795918367346
2022-09-01T07:00,15.573224489795901,10.82285714285713,173.34040816326512,1.4997551020408144,0.8980408163265294,84.15918367346927
2022-09-01T08:00,16.928816326530598,11.715918367346926,181.29632653061202,1.7293877551020387,1.0183673469387742,85.97795918367336
2022-09-01T09:00,16.89044897959182,11.660163265306108,189.82693877550997,2.17820408163265,1.1542040816326518,87.02448979591827
2022-09-01T10:00,15.753632653061208,10.854367346938762,193.73306122448957,2.7953469387755066,1.1821224489795905,86.11020408163256
2022-09-01T11:00,14.680734693877536,10.127183673469375,193.53061224489772,3.527428571428567,1.1396734693877537,82.70448979591828
2022-09-01T12:00,14.141061224489778,9.793959183673458,193.6693877551018,4.347836734693873,1.103673469387754,77.46693877551012
2022-09-01T13:00,14.79118367346937,10.279591836734681,200.51428571428545,5.291836734693872,1.0708571428571416,72.578775510204
2022-09-01T14:00,16.162938775510188,11.258530612244886,211.84571428571402,6.27248979591836,0.9999999999999989,68.55918367346932
2022-09-01T15:00,17.555591836734678,12.251673469387741,221.2244897959181,6.9106938775510125,0.9284081632653051,65.8057142857142
2022-09-01T16:00,18.012571428571412,12.585061224489781,222.9534693877548,6.751265306122442,0.8992653061224478,64.78204081632646
2022-09-01T17:00,17.654448979591816,12.301224489795903,219.11020408163236,5.924979591836728,0.875999999999999,65.08326530612236
2022-09-01T18:00,17.367428571428555,12.084489795918355,213.71510204081608,4.928081632653056,0.8068571428571419,65.59591836734685
2022-09-01T19:00,17.85746938775508,12.425795918367331,209.936326530612,4.125795918367342,0.7044081632653052,65.44081632653052
2022-09-01T20:00,18.642693877550997,13.005877551020392,207.70367346938752,3.4840816326530573,0.6036734693877543,64.80653061224483
2022-09-01T21:00,19.0881632653061,13.320816326530597,207.67836734693856,3.0920816326530574,0.4713469387755096,62.19183673469381
2022-09-01T22:00,19.198448979591817,13.41167346938774,208.5436734693875,2.919102040816323,0.37795918367346887,59.66693877551014
2022-09-01T23:00,18.963836734693857,13.241469387755089,208.3428571428569,2.8271020408163237,0.4256326530612239,60.18122448979584
2022-09-02T00:00,18.55151020408161,12.960408163265292,205.95918367346917,2.6386122448979563,0.6988571428571421,65.38693877551012
2022-09-02T01:00,18.098612244897936,12.628489795918352,204.5167346938773,2.4875102040816297,1.0551020408163252,71.28408163265297
2022-09-02T02:00,17.913142857142837,12.46506122448978,204.28489795918344,2.3713469387755075,1.3933877551020393,76.70285714285706
2022-09-02T03:00,18.16057142857141,12.589387755102024,202.83102040816306,2.197795918367344,1.5561632653061208,81.40244897959174
2022-09-02T04:00,18.763265306122427,12.98620408163264,197.48571428571404,1.8759999999999977,1.4813877551020393,85.92408163265296
2022-09-02T05:00,19.051918367346918,13.211428571428556,189.85306122448958,1.5156734693877532,1.2066122448979577,89.46040816326521
2022-09-02T06:00,18.80399999999998,13.064897959183659,183.0751020408161,1.2137142857142842,0.9448163265306111,92.64979591836726
2022-09-02T07:00,17.92938775510202,12.477387755102026,179.8873469387753,1.0755102040816311,0.8083265306122439,95.27428571428561
2022-09-02T08:00,16.078857142857128,11.180408163265293,179.99020408163244,1.1426122448979577,0.7564081632653052,96.88489795918358
2022-09-02T09:00,13.418285714285698,9.341142857142845,181.5959183673467,1.4870204081632634,0.7063673469387746,96.68897959183661
2022-09-02T10:00,12.603999999999983,8.795265306122438,183.8995918367345,2.0563265306122425,0.7151836734693868,94.89224489795909
2022-09-02T11:00,15.244163265306105,10.67338775510203,187.60489795918346,2.706693877551017,0.8401632653061214,92.52653061224478
2022-09-02T12:00,19.73951020408161,13.794530612244884,193.47591836734668,3.291918367346935,1.0426938775510193,90.9069387755101
2022-09-02T13:00,22.29297959183671,15.540244897959166,201.71265306122422,3.9099591836734646,1.2173877551020396,89.91183673469376
2022-09-02T14:00,22.683999999999976,15.790204081632636,211.35510204081606,4.593142857142852,1.3293877551020392,88.96326530612234
2022-09-02T15:00,22.4591020408163,15.65061224489794,219.64816326530587,5.115510204081628,1.3360816326530596,87.97551020408153
2022-09-02T16:00,22.56171428571426,15.749632653061207,224.20816326530587,5.17575510204081,1.2085714285714273,87.30122448979583
2022-09-02T17:00,22.066775510204053,15.415510204081615,225.33551020408137,4.81371428571428,1.022285714285713,86.80408163265295
2022-09-02T18:00,20.897387755102017,14.590612244897942,224.845714285714,4.257306122448975,0.904408163265305,85.82857142857132
2022-09-02T19:00,19.28359183673467,13.44457142857141,223.28408163265283,3.6302040816326486,0.914204081632652,84.06122448979582
2022-09-02T20:00,17.351673469387734,12.109959183673453,220.48326530612218,2.9782040816326494,0.9933877551020397,81.97551020408154
