time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³)
2022-09-01T00:00,18.02793002915449,12.547083381924175,216.9865189504369,2.206591253644311,1.5355381924198221,74.92653061224476
2022-09-01T01:00,16.259216326530584,11.318283381924179,211.41203498542237,2.2408909620991215,1.6453201166180729,74.60935276967918
2022-09-01T02:00,14.027244314868781,9.738551603498525,200.92527113702587,2.2601795918367307,1.794668221574341,74.44732361516022
2022-09-01T03:00,12.85518600583088,8.880228571428555,189.28319533527662,2.1828291545189464,1.805728279883379,75.12216909620979
2022-09-01T04:00,12.666885131195313,8.74625539358599,179.39482215743405,1.9767206997084514,1.5832069970845457,76.82703206997071
2022-09-01T05:00,12.879381924198228,8.937653644314851,172.59381924198217,1.7122379008746327,1.2278344023323593,79.20970262390657
2022-09-01T06:00,13.843311953352746,9.63908338192418,170.26892128279852,1.5166460641399389,0.9602868804664706,81.78274052478119
2022-09-01T07:00,15.501497376093269,10.772072303206977,173.56697376093265,1.5065282798833792,0.9048069970845464,84.14462973760916
2022-09-01T08:00,16.831577842565572,11.652720699708436,181.39631486880435,1.7318017492711337,1.016184256559765,86.06171428571412
2022-09-01T09:00,16.816146938775482,11.606173760932924,189.33707288629702,2.17842099125364,1.140405830903788,86.96809329446049
2022-09-01T10:00,15.813037900874612,10.898365014577239,193.39587172011628,2.7930518950437264,1.1787568513119513,86.00818658892115
2022-09-01T11:00,14.664683381924172,10.117793586005812,193.36646064139907,3.5221247813411014,1.146537609329444,82.57406413994156
2022-09-01T12:00,14.23746705539356,9.858283381924181,194.4052011661804,4.358311370262383,1.106927113702622,77.60939941690948
2022-09-01T13:00,14.81111836734691,10.292753352769662,200.87596501457688,5.316879300291536,1.064125947521864,72.58920116618063
2022-09-01T14:00,16.184867638483937,11.275232653061206,211.7821107871716,6.27901107871719,0.9994962099125347,68.55351603498531
2022-09-01T15:00,17.463265306122423,12.190260058309018,220.55808746355646,6.860468804664712,0.935244314868803,65.88016326530601
2022-09-01T16:00,17.946945772594727,12.530050145772574,222.78693877550978,6.7199393586005725,0.900566763848395,64.84277551020396
2022-09-01T17:00,17.669898542274023,12.317800583090357,219.18325364431445,5.936209912536434,0.8704862973760917,65.06318367346927
2022-09-01T18:00,17.469243148688015,12.153935860058287,213.99267638483929,4.962304373177834,0.8049329446064126,65.50439650145759
2022-09-01T19:00,17.870588921282767,12.44162332361514,209.87363265306087,4.115237317784249,0.7102647230320687,65.58565597667626
2022-09-01T20:00,18.587878717201132,12.959165014577236,207.873212827988,3.494353352769673,0.5947731778425644,64.50040816326519
2022-09-01T21:00,19.08938775510201,13.32750553935858,207.73322448979556,3.1012827988338136,0.46863906705539266,62.11647813411068
2022-09-01T22:00,19.18328629737606,13.395629154518929,208.4716734693874,2.9224816326530565,0.37947055393585927,59.77812244897949
2022-09-01T23:00,18.96641166180755,13.249201166180738,207.97935860058274,2.80041516034985,0.44509154518950356,60.66570262390659
2022-09-02T00:00,18.536865306122415,12.946749854227384,206.2038717201163,2.65029737609329,0.6952956268221562,65.14434985422727
2022-09-02T01:00,18.110829154518918,12.63706822157432,204.74833819241948,2.495213994169092,1.0599510204081612,71.2044548104955
2022-09-02T02:00,17.933980174927083,12.47659241982505,204.30518950437283,2.37122099125364,1.3852011661807557,76.63582507288616
2022-09-02T03:00,18.211286297376063,12.626143440233212,202.46472303206966,2.1806040816326493,1.547626822157432,81.51804081632639
2022-09-02T04:00,18.72497026239064,12.965296793002892,197.35388921282762,1.877098542274049,1.466351020408161,85.80016326530597
2022-09-02T05:00,19.04056909620988,13.200205247813388,189.88790670553902,1.5149457725947493,1.2152396501457705,89.53380758017478
2022-09-02T06:00,18.826208746355654,13.081977842565575,183.33525364431455,1.2191860058309014,0.9579358600583073,92.66959766763833
2022-09-02T07:00,17.88523615160347,12.440044314868782,180.01490379008715,1.0729002915451873,0.8119230320699694,95.30374344023309
2022-09-02T08:00,15.86539008746353,11.037394752186568,179.90595918367313,1.1532758017492688,0.7444361516034972,96.79932361516018
2022-09-02T09:00,13.508128279883358,9.40157667638482,181.46661224489765,1.49485714285714,0.7063393586005817,96.61816909620975
2022-09-02T10:00,12.878922448979566,8.993401749271122,183.89441399416876,2.056529446064136,0.7234052478134096,94.8679650145771
2022-09-02T11:00,15.432545772594725,10.796599416909604,187.65324781341073,2.6857655976676336,0.8458868804664708,92.64967930029138
2022-09-02T12:00,19.432953935860027,13.58040583090377,193.57534693877514,3.297544023323609,1.0366483965014561,90.94605247813395
2022-09-02T13:00,22.141513702623868,15.43511370262388,201.86651895043693,3.9320979591836664,1.2180524781341089,89.86964431486864
2022-09-02T14:00,22.735694460641362,15.831179008746329,211.32326530612207,4.599601166180751,1.3282122448979568,88.92569096209897
2022-09-02T15:00,22.61925830903786,15.762033819241955,219.41809912536405,5.0862693877550935,1.3271393586005806,88.01742274052464
2022-09-02T16:00,22.48901457725944,15.696993586005803,224.0782973760929,5.159633819241973,1.2041352769679277,87.34572594752171
2022-09-02T17:00,22.040466472303166,15.396030320699683,225.44438483964973,4.822649562682207,1.0281072886297358,86.77476384839636
2022-09-02T18:00,20.906281049562644,14.593788921282773,224.90679883381887,4.263981341107865,0.9144839650145755,85.76111953352755
2022-09-02T19:00,19.275923032069937,13.445509037900848,223.27057725947483,3.6183230320699646,0.9162052478134095,84.01469387755087
2022-09-02T20:00,17.361707288629702,12.116326530612222,220.45065889212788,2.971116034985417,0.9856419825072869,82.16793002915438
