time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),Location
2022-09-01 00:00:00,17.371187604076475,12.094107065239784,215.50057984030389,2.2265484137527656,1.580625477724412,74.74585545764067,Saputara
2022-09-01 01:00:00,16.168188573454884,11.24643867460663,210.64706855245612,2.248241485177087,1.6686677120451456,74.56084984780125,Saputara
2022-09-01 02:00:00,14.342561868228325,9.950433289911482,201.04360237601608,2.24760268135895,1.774604443033084,74.55434701391401,Saputara
2022-09-01 03:00:00,12.983889216391082,8.979768625712042,189.62222568242757,2.159026760020052,1.7594139024386042,75.25315802932425,Saputara
2022-09-01 04:00:00,12.544522990359416,8.674535580188495,179.46266727475728,1.9617684679274725,1.5562755153515917,76.8718386266944,Saputara
2022-09-01 05:00:00,12.946181518952091,8.980564849217556,172.72212038888495,1.7148024239967978,1.247823541605959,79.18537991755107,Saputara
2022-09-01 06:00:00,14.038776477474473,9.761819198898383,170.84645676546276,1.5323922681195703,1.002029869105556,81.76336317173937,Saputara
2022-09-01 07:00:00,15.484820176355038,10.756551284583768,174.2696378593267,1.5233340626167609,0.9300676279033364,84.21583115932955,Saputara
2022-09-01 08:00:00,16.563849571358816,11.469946967103802,181.31187162573357,1.7418552858485767,1.0051842585045312,86.12618750513785,Saputara
2022-09-01 09:00:00,16.65109204699397,11.495608499995711,188.3381054459955,2.177073167214332,1.1140084161123305,86.85938716827141,Saputara
2022-09-01 10:00:00,15.815342880058424,10.903402391098908,192.26477344208556,2.7816465168356617,1.167658024231396,85.69654603588612,Saputara
2022-09-01 11:00:00,14.794491599493355,10.209799197110012,193.50424723032,3.52157627682342,1.1562782614182825,82.42201918017125,Saputara
2022-09-01 12:00:00,14.39217564393062,9.96311161304555,195.72307331808955,4.3961113074722125,1.1122636357844056,77.69476474271747,Saputara
2022-09-01 13:00:00,14.948254505003812,10.38660160280152,202.0494483325818,5.370707731860007,1.0576277819479942,72.73314739429973,Saputara
2022-09-01 14:00:00,16.147081010340877,11.252199501472989,211.4197622049309,6.264170633501326,0.9987583248748364,68.63994968463795,Saputara
2022-09-01 15:00:00,17.27606577123472,12.056975278368666,219.3251713337122,6.763919065722593,0.9451425318362217,66.02566989142255,Saputara
2022-09-01 16:00:00,17.781556031762218,12.409476530248408,221.97434318557663,6.639167408192143,0.9037722964547054,64.96239893404936,Saputara
2022-09-01 17:00:00,17.728094666460343,12.357137906008507,219.37817348077675,5.952729406883167,0.8632603622232203,65.03915758148366,Saputara
2022-09-01 18:00:00,17.64593499859406,12.285650175501662,214.44786658674457,5.01435063286894,0.8022806435277791,65.49415334739751,Saputara
2022-09-01 19:00:00,17.940473065093563,12.491758647774269,210.2296341068765,4.144751125670411,0.7079550746100665,65.40005261426762,Saputara
2022-09-01 20:00:00,18.523097609084584,12.912653445662905,208.1248519718137,3.50867877616978,0.5840476910402956,64.09559250502744,Saputara
2022-09-01 21:00:00,19.018281167826263,13.273600132679368,207.84497824246628,3.1217521274162867,0.4585582097799368,61.86566080459651,Saputara
2022-09-01 22:00:00,19.162519519669463,13.383758873530542,208.0674375467358,2.9110279708896707,0.395848223294714,60.30311327667872,Saputara
2022-09-01 23:00:00,18.94579818463389,13.235982373276396,207.61846056170404,2.7766092608623865,0.4718103242016487,61.25099453513394,Saputara
2022-09-02 00:00:00,18.526014483788156,12.93923892223134,206.4530570830854,2.649769032970947,0.7139718768880287,65.17865419422156,Saputara
2022-09-02 01:00:00,18.13833187643917,12.650325107178087,205.3354357382376,2.5161696025839486,1.0572215018708155,70.80908884427382,Saputara
2022-09-02 02:00:00,18.0209866931499,12.534199038618215,204.2412031890107,2.364945897957475,1.3676575077119182,76.52100580893989,Saputara
2022-09-02 03:00:00,18.26385553719957,12.667477616190483,201.80637104172516,2.1563738361804954,1.5133041993319063,81.52042248518873,Saputara
2022-09-02 04:00:00,18.71384727394872,12.964479482446894,196.82783811017453,1.861389514967396,1.4450383031559937,85.81204826587535,Saputara
2022-09-02 05:00:00,19.029340942443987,13.194295373934288,190.06081659934145,1.5188901841103568,1.2274055961852588,89.55474602643426,Saputara
2022-09-02 06:00:00,18.791890950416853,13.05122489074446,183.89481359800695,1.2245059297673542,0.9882896270227506,92.78863609278416,Saputara
2022-09-02 07:00:00,17.62172733682048,12.25284551387938,180.37031678868436,1.0842985280758823,0.8185192242279973,95.29607243077255,Saputara
2022-09-02 08:00:00,15.595715399019062,10.850507252345498,179.7772646741402,1.1748754683371678,0.7297985795714343,96.62546369760864,Saputara
2022-09-02 09:00:00,13.71785774419837,9.555955654994058,181.1671103157352,1.5144653619903214,0.701949838995654,96.41191821774908,Saputara
2022-09-02 10:00:00,13.53499714068793,9.450851548616615,183.78222219870904,2.0425964883611347,0.739523329170666,94.88437782978149,Saputara
2022-09-02 11:00:00,15.67956495471099,10.962098303448355,187.81949114943532,2.660544206172589,0.8572098951151276,92.846138403964,Saputara
2022-09-02 12:00:00,19.018342924896874,13.283917704276236,193.93656931271764,3.308615326035908,1.035162747440264,91.0776040649726,Saputara
2022-09-02 13:00:00,21.676162971659693,15.11511048725611,202.1554581052445,3.975490504425863,1.2119599614990313,89.81001798203098,Saputara
2022-09-02 14:00:00,22.79827439774916,15.882763635641556,211.19290036280728,4.603185709518978,1.317767507239326,88.86406399510378,Saputara
2022-09-02 15:00:00,22.851887176261517,15.927004364616728,218.9343177148289,5.0358832422272855,1.309108736339446,88.08532515968656,Saputara
